"";"contributeurs";"isanon";"status_contrib";"total_rev_count";"registration_year"
"1942";"Chris_the_speller";"0";"inscrit";"412338";"2005"
"1949";"Dl2000";"0";"inscrit";"416086";"2006"
"1953";"Josve05a";"0";"inscrit";"103442";"2010"
"1957";"110.32.98.191";"1";"anonyme";"3";"2015"
"1958";"Capitalismojo";"0";"inscrit";"15058";"2007"
"1959";"101.191.168.119";"1";"anonyme";"6";"2015"
"1961";"Cyberbot_II";"0";"bot";"453735";"2012"
"1967";"TAnthony";"0";"inscrit";"348525";"2006"
"1969";"EvergreenFir";"0";"inscrit";"74880";"2013"
"1974";"PrimeBOT";"0";"bot";"198314";"2016"
"1977";"Wilhelmina_Will";"0";"inscrit";"300299";"2007"
"1978";"Ruigeroeland";"0";"inscrit";"278893";"2006"
"1979";"Oculi";"0";"inscrit";"103002";"2007"
"1981";"William_Avery";"0";"inscrit";"249914";"2002"
"1984";"Micromesistius";"0";"inscrit";"18570";"2009"
"1986";"KConWiki";"0";"inscrit";"109175";"2006"
"1987";"96.231.137.242";"1";"anonyme";"1294";"2009"
"1989";"Syrinxanth";"0";"inscrit";"147";"2009"
"1990";"24.136.253.60";"1";"anonyme";"179";"2009"
"1992";"69.77.183.2";"1";"anonyme";"56";"2009"
"1993";"Stacyjj";"0";"inscrit";"63";"2010"
"1994";"MrOllie";"0";"inscrit";"61545";"2008"
"1995";"KCTS9Marcom";"0";"inscrit";"36";"2010"
"1999";"76.178.147.116";"1";"anonyme";"97";"2010"
"2000";"68.239.28.121";"1";"anonyme";"1";"2011"
"2001";"76.64.139.177";"1";"anonyme";"344";"2011"
"2002";"129.44.51.127";"1";"anonyme";"6";"2011"
"2009";"VIAFbot";"0";"bot";"254678";"2012"
"2012";"Fortdj33";"0";"inscrit";"380223";"2009"
"2015";"Masterknighted";"0";"inscrit";"46298";"2009"
"2018";"Shawn_in_Montreal";"0";"inscrit";"152770";"2006"
"2022";"24.148.90.193";"1";"anonyme";"1";"2016"
"2026";"2001:558:6001:6:3800:66D5:3C4C:883B";"1";"anonyme";"106";"2016"
"2027";"Adavidb";"0";"inscrit";"44014";"2006"
"2028";"140.247.117.159";"1";"anonyme";"2";"2017"
"2031";"73.81.122.85";"1";"anonyme";"2";"2017"
"2032";"PackMecEng";"0";"inscrit";"2210";"2016"
"2034";"Nikolaiho";"0";"inscrit";"2937";"2014"
"2036";"XerxesFalcon";"0";"inscrit";"1670";"2016"
"2037";"Wgolf";"0";"inscrit";"123078";"2011"
"2038";"Cmr08";"0";"inscrit";"71365";"2008"
"2040";"Mintz_l";"0";"inscrit";"293";"2006"
"2044";"Dexbot";"0";"bot";"156936";"2012"
"2046";"140.203.12.5";"1";"anonyme";"308";"2010"
"2048";"Rathfelder";"0";"inscrit";"98947";"2005"
"2049";"Myasuda";"0";"inscrit";"42154";"2006"
"2051";"202.88.237.49";"1";"anonyme";"2";"2015"
"2052";"Akivarma";"0";"inscrit";"2";"2015"
"2054";"Izno";"0";"inscrit";"26819";"2006"
"2059";"128.97.83.171";"1";"anonyme";"2";"2013"
"2060";"Rememberlands";"0";"inscrit";"481";"2007"
"2067";"Isambard_Kingdom";"0";"inscrit";"13730";"2014"
"2072";"Heckledpie";"0";"inscrit";"49";"2007"
"2075";"Prajaman";"0";"inscrit";"2031";"2017"
"2076";"132.180.92.58";"1";"anonyme";"13";"2015"
"2077";"Rajasekhar1961";"0";"inscrit";"37946";"2006"
"2081";"117.195.226.77";"1";"anonyme";"2";"2010"
"2084";"R'n'B";"0";"admin";"354930";"2006"
"2086";"124.123.66.55";"1";"anonyme";"11";"2012"
"2088";"67.83.155.1";"1";"anonyme";"1";"2012"
"2090";"Gongshow";"0";"inscrit";"34895";"2008"
"2091";"Nandhakishore";"0";"inscrit";"328";"2012"
"2093";"Aspects";"0";"inscrit";"212914";"2007"
"2095";"194.80.235.252";"1";"anonyme";"23";"2013"
"2097";"Bender235";"0";"inscrit";"435448";"2004"
"2099";"108.238.241.76";"1";"anonyme";"3";"2014"
"2101";"175.101.144.62";"1";"anonyme";"15";"2014"
"2102";"RajtheEmperor";"0";"inscrit";"2950";"2013"
"2106";"Sugram";"0";"inscrit";"4949";"2011"
"2108";"124.123.211.29";"1";"anonyme";"4";"2015"
"2115";"Bgwhite";"0";"admin";"546893";"2005"
"2117";"Sajeeth100";"0";"inscrit";"1070";"2015"
"2119";"EmperoroftheKings";"0";"inscrit";"1665";"2015"
"2127";"Rkolluri9";"0";"inscrit";"2";"2015"
"2128";"A031657kvs";"0";"inscrit";"46";"2012"
"2130";"128.91.19.17";"1";"anonyme";"1";"2016"
"2137";"B.Bhargava_Teja";"0";"inscrit";"13884";"2015"
"2150";"Psychonaut";"0";"inscrit";"31340";"2004"
"2151";"Sheynhertz-Unbayg";"0";"inscrit";"20460";"2004"
"2152";"Tewfik";"0";"inscrit";"15543";"2005"
"2153";"Dogcow";"0";"inscrit";"2400";"2005"
"2156";"Nono64";"0";"inscrit";"96246";"2006"
"2157";"Ken_Gallager";"0";"inscrit";"116088";"2006"
"2158";"77.183.226.230";"1";"anonyme";"3";"2007"
"2159";"79.177.242.249";"1";"anonyme";"1";"2008"
"2160";"SieBot";"0";"inscrit";"421891";"2007"
"2162";"Ary29";"0";"inscrit";"26818";"2004"
"2163";"Sheled_Umlal";"0";"inscrit";"1176";"2007"
"2167";"176.195.212.31";"1";"anonyme";"1";"2012"
"2168";"VolkovBot";"0";"inscrit";"447718";"2006"
"2169";"Chobot";"0";"bot";"167630";"2005"
"2178";"Werldwayd";"0";"inscrit";"258097";"2007"
"2180";"Dmitri_Lytov";"0";"inscrit";"6540";"2006"
"2181";"Arminden";"0";"inscrit";"10949";"2011"
"2186";"Bkonrad";"0";"admin";"153161";"2004"
"2192";"Demonax";"0";"inscrit";"541";"2015"
"2194";"Tryde";"0";"inscrit";"36681";"2006"
"2197";"Jerry";"0";"admin";"19297";"2006"
"2198";"Epistemos";"0";"inscrit";"11048";"2006"
"2200";"HarryHenryGebel";"0";"inscrit";"5323";"2003"
"2202";"58.166.136.24";"1";"anonyme";"3";"2010"
"2206";"YellowMonkey";"0";"admin";"86443";"2005"
"2211";"Orderinchaos";"0";"admin";"69106";"2006"
"2212";"Orderinchaos_2";"0";"inscrit";"22149";"2007"
"2214";"121.220.77.20";"1";"anonyme";"5";"2011"
"2217";"SeoMac";"0";"inscrit";"5332";"2009"
"2219";"Alpha_4615";"0";"inscrit";"3860";"2005"
"2220";"Qetuth";"0";"inscrit";"26901";"2011"
"2222";"Shiftchange";"0";"inscrit";"35578";"2004"
"2225";"121.223.48.141";"1";"anonyme";"2";"2015"
"2230";"124.148.184.115";"1";"anonyme";"1";"2016"
"2233";"Clairespark123";"0";"inscrit";"7";"2016"
"2239";"Bugboy52.40";"0";"inscrit";"19058";"2008"
"2241";"Heds";"0";"inscrit";"8934";"2007"
"2246";"Fingerlickin";"0";"inscrit";"16";"2007"
"2247";"Khukri";"0";"admin";"13197";"2005"
"2253";"SiobhanHansa";"0";"inscrit";"22660";"2006"
"2256";"Wickethewok";"0";"admin";"16424";"2006"
"2257";"217.35.85.80";"1";"anonyme";"1";"2007"
"2260";"66.65.21.121";"1";"anonyme";"5";"2008"
"2261";"98.203.252.255";"1";"anonyme";"1294";"2008"
"2263";"Bearcat";"0";"admin";"921171";"2003"
"2265";"Lashuto";"0";"inscrit";"2235";"2011"
"2271";"82.38.237.249";"1";"anonyme";"1";"2011"
"2273";"86.190.193.123";"1";"anonyme";"1";"2012"
"2275";"HenryLi";"0";"inscrit";"18045";"2004"
"2276";"RobotG";"0";"inscrit";"86515";"2006"
"2278";"218.102.200.124";"1";"anonyme";"1";"2006"
"2280";"Ahoerstemeier";"0";"admin";"110256";"2003"
"2283";"JL-Bot";"0";"bot";"175677";"2007"
"2285";"Underwaterbuffalo";"0";"inscrit";"21360";"2008"
"2289";"Jrleighton";"0";"inscrit";"3144";"2004"
"2290";"Michaela_den";"0";"inscrit";"15880";"2010"
"2295";"Degen_Earthfast";"0";"inscrit";"16365";"2009"
"2300";"Dthomsen8";"0";"inscrit";"340253";"2008"
"2302";"Davidcannon";"0";"admin";"99384";"2004"
"2307";"PulpSpy";"0";"inscrit";"243";"2005"
"2308";"GurchBot";"0";"inscrit";"7421";"2006"
"2310";"MarshBot";"0";"inscrit";"50214";"2006"
"2311";"Skumarlabot";"0";"inscrit";"4583";"2006"
"2314";"Floppyness";"0";"inscrit";"23";"2007"
"2316";"Calidore_Chase";"0";"inscrit";"392";"2006"
"2321";"172.131.225.157";"1";"anonyme";"46";"2007"
"2322";"Malcolma";"0";"inscrit";"144889";"2005"
"2324";"192.175.182.25";"1";"anonyme";"181";"2005"
"2325";"71.32.93.8";"1";"anonyme";"4";"2007"
"2326";"Ameliorate!";"0";"admin";"15050";"2006"
"2329";"Ogil";"0";"inscrit";"20";"2008"
"2341";"Shortride";"0";"inscrit";"48187";"2006"
"2343";"216.73.70.4";"1";"anonyme";"66";"2011"
"2347";"Geez.wencke";"0";"inscrit";"36";"2013"
"2352";"205.200.11.237";"1";"anonyme";"1";"2013"
"2360";"74.216.1.161";"1";"anonyme";"2";"2009"
"2370";"174.5.136.129";"1";"anonyme";"1";"2013"
"2372";"Unbuttered_Parsnip";"0";"inscrit";"15948";"2007"
"2376";"Mogism";"0";"inscrit";"185176";"2012"
"2378";"John_of_Reading";"0";"inscrit";"488602";"2009"
"2380";"RudolfRed";"0";"inscrit";"6501";"2011"
"2382";"Mindmatrix";"0";"admin";"157437";"2004"
"2383";"197.156.118.192";"1";"anonyme";"1";"2015"
"2385";"Serols";"0";"inscrit";"91961";"2009"
"2387";"Egeymi";"0";"inscrit";"157540";"2012"
"2389";"67.237.70.10";"1";"anonyme";"499";"2016"
"2394";"Moonriddengirl";"0";"admin";"133740";"2007"
"2395";"Yerevantsi";"0";"inscrit";"39232";"2011"
"2397";"Jimboradley";"0";"inscrit";"1814";"2007"
"2399";"Quebec99";"0";"inscrit";"35178";"2008"
"2401";"Spetsnaz1991";"0";"inscrit";"12046";"2012"
"2402";"Armen_Ohanian";"0";"inscrit";"528";"2013"
"2405";"EtienneDolet";"0";"inscrit";"25549";"2006"
"2409";"World_Cup_2010";"0";"inscrit";"2526";"2010"
"2414";"Bender_the_Bot";"0";"bot";"810249";"2016"
"2417";"Modern_Sciences";"0";"inscrit";"2832";"2015"
"2418";"24.77.117.60";"1";"anonyme";"12";"2017"
"2419";"Oshwah";"0";"admin";"223765";"2007"
"2421";"Hayman30";"0";"inscrit";"18571";"2014"
"2422";"PZFUN";"0";"admin";"7920";"2004"
"2423";"NekoDaemon";"0";"inscrit";"21840";"2005"
"2425";"TPO-bot";"0";"inscrit";"7022";"2005"
"2427";"KyraVixen";"0";"inscrit";"6782";"2006"
"2431";"Underlying_lk";"0";"inscrit";"45778";"2009"
"2439";"Htonl";"0";"inscrit";"31626";"2005"
"2444";"JJMC89_bot";"0";"bot";"717488";"2016"
"2446";"Namiba";"0";"inscrit";"92637";"2006"
"2447";"Ser_Amantio_di_Nicolao";"0";"admin";"2198862";"2006"
"2452";"Kiefer.Wolfowitz";"0";"inscrit";"39688";"2009"
"2465";"Kleinzach";"0";"inscrit";"78797";"2005"
"2466";"Pvmoutside";"0";"inscrit";"98800";"2006"
"2468";"EdYuan";"0";"inscrit";"2114";"2015"
"2471";"Postcard_Cathy";"0";"inscrit";"109508";"2006"
"2480";"68.194.91.23";"1";"anonyme";"5158";"2008"
"2484";"MrVenaCava";"0";"inscrit";"1392";"2015"
"2488";"ESCSamuel";"0";"inscrit";"37";"2015"
"2489";"Jjj1238";"0";"inscrit";"15888";"2013"
"2491";"Appetizer8088";"0";"inscrit";"1524";"2013"
"2492";"Wesley_Wolf";"0";"inscrit";"42630";"2011"
"2494";"50.153.223.9";"1";"anonyme";"1";"2015"
"2495";"Akinranbu";"0";"inscrit";"1269";"2011"
"2496";"212.199.205.68";"1";"anonyme";"35";"2011"
"2504";"109.186.52.83";"1";"anonyme";"1";"2015"
"2505";"Keanu_Ariel";"0";"inscrit";"48";"2012"
"2506";"149.78.117.141";"1";"anonyme";"9";"2015"
"2509";"Moleculo";"0";"inscrit";"158";"2007"
"2510";"KoenDelaere";"0";"inscrit";"351";"2007"
"2512";"Naelsis";"0";"inscrit";"265";"2014"
"2516";"79.179.179.62";"1";"anonyme";"4";"2015"
"2517";"109.91.227.189";"1";"anonyme";"3859";"2014"
"2524";"84.108.208.24";"1";"anonyme";"2";"2015"
"2527";"Tony1";"0";"inscrit";"152283";"2005"
"2532";"Greece_2005";"0";"inscrit";"169";"2014"
"2533";"79.166.117.122";"1";"anonyme";"2";"2011"
"2537";"Talcorta91";"0";"inscrit";"1068";"2012"
"2538";"91.195.137.180";"1";"anonyme";"110";"2015"
"2540";"Greenock125";"0";"inscrit";"29904";"2007"
"2552";"190.237.143.61";"1";"anonyme";"2";"2016"
"2555";"2.123.70.79";"1";"anonyme";"728";"2017"
"2556";"In_ictu_oculi";"0";"inscrit";"145460";"2009"
"2557";"Gadget850";"0";"admin";"115579";"2005"
"2560";"Neo-Jay";"0";"inscrit";"37203";"2005"
"2562";"Famartin";"0";"inscrit";"18701";"2004"
"2563";"Tinton5";"0";"inscrit";"88647";"2009"
"2565";"Djkeddie";"0";"inscrit";"6713";"2006"
"2567";"Buttons_to_Push_Buttons";"0";"inscrit";"18622";"2006"
"2574";"Zowie";"0";"inscrit";"1589";"2005"
"2575";"Lithopsian";"0";"inscrit";"25735";"2008"
"2577";"Loooke";"0";"inscrit";"8134";"2016"
"2579";"Graeme_Bartlett";"0";"admin";"97248";"2004"
"2581";"Onel5969";"0";"inscrit";"151641";"2009"
"2582";"Narky_Blert";"0";"inscrit";"88117";"2014"
"2584";"Emoscopes";"0";"inscrit";"7298";"2005"
"2585";"Alaibot";"0";"inscrit";"434501";"2006"
"2587";"130.13.180.89";"1";"anonyme";"1";"2007"
"2593";"Haus";"0";"inscrit";"39822";"2006"
"2595";"81.193.124.60";"1";"anonyme";"714";"2005"
"2602";"JonEastham";"0";"inscrit";"4046";"2006"
"2603";"Dawkeye";"0";"inscrit";"32755";"2006"
"2610";"Lightbot";"0";"inscrit";"791863";"2008"
"2614";"Xuaxo";"0";"inscrit";"91";"2005"
"2617";"1exec1";"0";"inscrit";"50085";"2008"
"2618";"Alifazal";"0";"inscrit";"31846";"2005"
"2627";"HantsAV";"0";"inscrit";"3277";"2012"
"2628";"Llammakey";"0";"inscrit";"38809";"2014"
"2634";"Monkbot";"0";"bot";"358918";"2014"
"2637";"Trappist_the_monk";"0";"admin";"189142";"2009"
"2639";"Podiaebba";"0";"inscrit";"6819";"2013"
"2640";"Pvgillis";"0";"inscrit";"68";"2009"
"2641";"Whispering";"0";"inscrit";"13317";"2005"
"2647";"151.151.73.163";"1";"anonyme";"363";"2006"
"2648";"WFinch";"0";"inscrit";"47002";"2006"
"2650";"Kaaphi";"0";"inscrit";"304";"2005"
"2653";"123denholm";"0";"inscrit";"2";"2010"
"2654";"XLinkBot";"0";"inscrit";"616965";"2008"
"2658";"Schu1990";"0";"inscrit";"2";"2010"
"2659";"24.118.93.88";"1";"anonyme";"23";"2010"
"2660";"Joshyfoshy";"0";"inscrit";"1";"2010"
"2663";"71.97.235.236";"1";"anonyme";"1";"2010"
"2666";"Sunao_shimomura";"0";"inscrit";"216";"2007"
"2672";"68.117.55.47";"1";"anonyme";"3";"2010"
"2674";"95.147.71.181";"1";"anonyme";"1";"2010"
"2676";"Oneortwo";"0";"inscrit";"3";"2010"
"2677";"Writersassociation";"0";"inscrit";"6";"2010"
"2678";"Poetrygirl332";"0";"inscrit";"63";"2010"
"2679";"66.55.198.142";"1";"anonyme";"12";"2006"
"2683";"Thegraciousfew";"0";"inscrit";"6127";"2006"
"2685";"192.104.181.227";"1";"anonyme";"618";"2005"
"2688";"Pacofender";"0";"inscrit";"2";"2009"
"2690";"Pklala";"0";"inscrit";"66";"2007"
"2694";"173.8.104.241";"1";"anonyme";"124";"2008"
"2696";"63.237.114.10";"1";"anonyme";"452";"2005"
"2703";"Classicgabe";"0";"inscrit";"1";"2011"
"2707";"67.142.173.26";"1";"anonyme";"147";"2010"
"2709";"ShelfSkewed";"0";"inscrit";"160584";"2006"
"2713";"165.24.201.150";"1";"anonyme";"80";"2011"
"2719";"85.232.8.107";"1";"anonyme";"1";"2012"
"2720";"Dummies102";"0";"inscrit";"82";"2006"
"2725";"MPLSfanboy";"0";"inscrit";"1";"2012"
"2727";"24.241.225.135";"1";"anonyme";"3";"2008"
"2729";"186.188.13.176";"1";"anonyme";"1";"2012"
"2735";"UltraRainbows";"0";"inscrit";"2858";"2011"
"2737";"Phil_Bridger";"0";"inscrit";"34548";"2007"
"2738";"Ohconfucius";"0";"inscrit";"294015";"2005"
"2744";"Ground_Zero";"0";"admin";"143273";"2005"
"2747";"Aboutmovies";"0";"inscrit";"361579";"2006"
"2749";"66.41.154.0";"1";"anonyme";"506";"2013"
"2750";"2602:306:CD0E:CAA0:19F2:ACF:F07A:13D4";"1";"anonyme";"1";"2013"
"2754";"91.55.180.147";"1";"anonyme";"1";"2014"
"2755";"75.72.190.245";"1";"anonyme";"1";"2014"
"2756";"50.140.212.120";"1";"anonyme";"4";"2014"
"2757";"Timothyzilo";"0";"inscrit";"28";"2013"
"2760";"JohnCD";"0";"admin";"130355";"2006"
"2763";"2601:2:5400:15C:BC97:534B:F186:7F72";"1";"anonyme";"1";"2014"
"2765";"71.21.246.1";"1";"anonyme";"910";"2013"
"2767";"Paul_Erik";"0";"inscrit";"52074";NA
"2770";"76.77.192.37";"1";"anonyme";"22";"2010"
"2771";"97.116.179.86";"1";"anonyme";"1";"2015"
"2775";"12.180.133.18";"1";"anonyme";"7735";"2015"
"2777";"Mx._Granger";"0";"inscrit";"43013";"2007"
"2790";"129.176.197.23";"1";"anonyme";"117";"2008"
"2792";"69.14.153.184";"1";"anonyme";"4272";"2014"
"2794";"140.209.60.193";"1";"anonyme";"8";"2017"
"2798";"50.200.139.254";"1";"anonyme";"2";"2017"
"2799";"Garzo";"0";"admin";"21573";"2004"
"2800";"207.200.116.199";"1";"anonyme";"1241";"2005"
"2802";"Malo";"0";"admin";"25947";"2004"
"2804";"Laughing100";"0";"inscrit";"40";"2006"
"2805";"DomBot";"0";"inscrit";"6861";"2006"
"2806";"Ephilei";"0";"inscrit";"2028";"2005"
"2808";"152.3.70.184";"1";"anonyme";"4";"2007"
"2813";"Crystallina";"0";"inscrit";"52432";"2005"
"2815";"Vanished_user_ewfisn2348tui2f8n2fio2utjfeoi210r39jf";"0";"inscrit";"45314";"2007"
"2817";"ArthurBot";"0";"inscrit";"259345";"2008"
"2818";"Fitzburgh";"0";"inscrit";"149";"2007"
"2820";"65.78.6.67";"1";"anonyme";"154";"2007"
"2821";"Ego_White_Tray";"0";"inscrit";"20267";"2010"
"2823";"VanishedUserABC";"0";"inscrit";"78528";"2007"
"2829";"Angeldomcer";"0";"inscrit";"6";"2009"
"2830";"ReformedArsenal";"0";"inscrit";"3984";"2011"
"2835";"Evanh2008";"0";"inscrit";"15499";"2010"
"2836";"Hijiri88";"0";"inscrit";"19982";"2005"
"2838";"Jayaguru-Shishya";"0";"inscrit";"9405";"2013"
"2843";"Jujutsuan";"0";"inscrit";"4865";"2016"
"2849";"Editor2020";"0";"inscrit";"89162";"2007"
"2855";"Hut_8.5";"0";"admin";"43625";"2006"
"2857";"PaulinSaudi";"0";"inscrit";"15912";"2003"
"2859";"Brenont";"0";"inscrit";"15768";"2007"
"2861";"99.165.74.38";"1";"anonyme";"51";"2013"
"2865";"198.234.62.130";"1";"anonyme";"382";"2005"
"2867";"T_smitts";"0";"inscrit";"2385";"2005"
"2869";"Snickers2686";"0";"inscrit";"20254";"2013"
"2871";"204.57.9.33";"1";"anonyme";"107";"2013"
"2872";"173.88.167.198";"1";"anonyme";"226";"2016"
"2875";"Bobo192";"0";"admin";"112996";"2004"
"2876";"BOTijo";"0";"bot";"398373";"2007"
"2878";"DShamen";"0";"inscrit";"13711";"2006"
"2879";"Motmit";"0";"inscrit";"21475";"2007"
"2886";"Billinghurst";"0";"admin";"31984";"2007"
"2893";"Rcb1";"0";"inscrit";"24608";"2007"
"2894";"Jevansen";"0";"inscrit";"253692";"2006"
"2901";"64.109.248.118";"1";"anonyme";"224";"2005"
"2902";"Feydey";"0";"admin";"36751";"2005"
"2903";"HollyAm";"0";"inscrit";"6242";"2002"
"2909";"El_Gringo";"0";"inscrit";"1192";"2005"
"2910";"Eastlaw";"0";"inscrit";"78848";"2006"
"2920";"BobJones77";"0";"inscrit";"1536";"2007"
"2926";"68.199.152.146";"1";"anonyme";"168";"2007"
"2927";"TonyTheTiger";"0";"inscrit";"364314";"2006"
"2928";"Kbdankbot";"0";"inscrit";"184258";"2008"
"2931";"Kingbird1";"0";"inscrit";"82084";"2007"
"2932";"William_Allen_Simpson";"0";"inscrit";"21104";"2005"
"2936";"Jun_Nijo";"0";"inscrit";"9763";"2009"
"2950";"Dru_of_Id";"0";"inscrit";"10146";"2011"
"2958";"86.40.98.192";"1";"anonyme";"861";"2012"
"2960";"Johnpacklambert";"0";"inscrit";"325456";"2006"
"2961";"Kraxler";"0";"inscrit";"35312";"2006"
"2966";"Billmckern";"0";"inscrit";"28629";"2006"
"2967";"Good_Olfactory";"0";"admin";"641981";"2008"
"2968";"Damián_A._Fernández_Beanato";"0";"inscrit";"4688";"2013"
"2974";"46.39.202.32";"1";"anonyme";"5251";"2016"
"2979";"Alechuncho";"0";"inscrit";"13267";"2009"
"2980";"Manxuc";"0";"inscrit";"171";"2009"
"2982";"Fram";"0";"admin";"177019";"2005"
"2983";"King_of_the_North_East";"0";"inscrit";"49407";"2006"
"2987";"201.246.59.44";"1";"anonyme";"3";"2010"
"2989";"200.104.140.160";"1";"anonyme";"3";"2010"
"2990";"201.246.56.196";"1";"anonyme";"1";"2010"
"2992";"200.50.57.51";"1";"anonyme";"7";"2010"
"2994";"85.243.222.217";"1";"anonyme";"8";"2010"
"2996";"190.45.221.146";"1";"anonyme";"2789";"2010"
"3001";"200.112.77.252";"1";"anonyme";"3";"2010"
"3003";"Middayexpress";"0";"inscrit";"109244";"2008"
"3005";"200.50.58.227";"1";"anonyme";"5";"2010"
"3015";"190.100.224.81";"1";"anonyme";"1";"2011"
"3018";"Sir_Sputnik";"0";"inscrit";"107062";"2008"
"3039";"Xelo16";"0";"inscrit";"9139";"2009"
"3046";"94.212.161.196";"1";"anonyme";"2";"2012"
"3056";"Danielmordor";"0";"inscrit";"18446";"2010"
"3060";"Agora";"0";"inscrit";"1989";"2008"
"3085";"LimeyCinema1960";"0";"inscrit";"386";"2014"
"3104";"DexDor";"0";"inscrit";"49715";"2009"
"3109";"Ardije";"0";"inscrit";"222";"2012"
"3112";"190.163.132.30";"1";"anonyme";"355";"2016"
"3114";"200.6.118.242";"1";"anonyme";"828";"2016"
"3119";"Bine_Mai";"0";"inscrit";"41601";"2007"
"3120";"SebastianHelm";"0";"admin";"18750";"2003"
"3124";"Shore3";"0";"inscrit";"145";"2008"
"3127";"Beagel";"0";"inscrit";"85114";"2006"
"3132";"Hadrianheugh";"0";"inscrit";"6199";"2007"
"3134";"Vmenkov";"0";"inscrit";"24132";"2006"
"3150";"Lklundin";"0";"inscrit";"21895";"2006"
"3151";"Ardhie14";"0";"inscrit";"2";"2009"
"3152";"152.3.249.43";"1";"anonyme";"15";"2007"
"3161";"61.94.253.140";"1";"anonyme";"8";"2011"
"3165";"MCBot";"0";"inscrit";"849";"2009"
"3173";"DAJF";"0";"inscrit";"83327";"2005"
"3174";"Biscuittin";"0";"inscrit";"69374";"2007"
"3182";"Vegaswikian";"0";"admin";"270510";"2005"
"3186";"Fti74";"0";"inscrit";"2348";"2008"
"3192";"Joseph_A._Spadaro";"0";"inscrit";"67668";"2007"
"3199";"Mm3033";"0";"inscrit";"2242";"2009"
"3200";"Supahsplash3257";"0";"inscrit";"35";"2011"
"3205";"Peter_Horn";"0";"inscrit";"76624";"2006"
"3211";"Idioma-bot";"0";"inscrit";"55031";"2006"
"3214";"Jimp";"0";"admin";"64660";"2005"
"3216";"Aaron-Tripel";"0";"inscrit";"23025";"2011"
"3221";"DePiep";"0";"inscrit";"156100";"2005"
"3223";"62.25.109.197";"1";"anonyme";"4467";"2007"
"3227";"78.86.162.12";"1";"anonyme";"75";"2015"
"3234";"Slambo";"0";"admin";"166855";"2004"
"3237";"Hksn127";"0";"inscrit";"775";"2014"
"3239";"Noirish";"0";"inscrit";"11972";"2005"
"3245";"Lugnuts";"0";"inscrit";"650745";"2006"
"3248";"Anomie";"0";"admin";"26741";"2005"
"3252";"Walkingtalkingmammal";"0";"inscrit";"11295";"2009"
"3256";"TortoiseWrath";"0";"inscrit";"1911";"2012"
"3261";"86.167.92.243";"1";"anonyme";"54";"2014"
"3262";"Ulric1313";"0";"inscrit";"156462";"2008"
"3263";"109.154.37.92";"1";"anonyme";"2";"2016"
"3264";"Opencooper";"0";"inscrit";"22786";"2014"
"3265";"Lord_Cornwallis";"0";"inscrit";"183092";"2007"
"3266";"Kev519";"0";"inscrit";"12604";"2016"
"3271";"Jengod";"0";"admin";"47867";"2003"
"3272";"Helpful_Pixie_Bot";"0";"bot";"571497";"2011"
"3276";"Paleontolog~enwiki";"0";"inscrit";"1";"2013"
"3277";"SomeRandomPasserby";"0";"inscrit";"2799";"2015"
"3278";"Mr._Magoo_and_McBarker";"0";"inscrit";"4816";"2014"
"3279";"KBH96";"0";"inscrit";"21128";"2014"
"3289";"Polbot";"0";"inscrit";"208184";"2007"
"3290";"Quadell";"0";"admin";"107303";"2003"
"3293";"Aranae";"0";"inscrit";"15275";"2004"
"3295";"HenkvD";"0";"inscrit";"12953";"2004"
"3300";"Chermundy";"0";"inscrit";"12108";"2010"
"3303";"62.107.214.63";"1";"anonyme";"98";"2010"
"3305";"WolfmanSF";"0";"inscrit";"58616";"2006"
"3310";"Lesnail";"0";"inscrit";"5969";"2005"
"3312";"RioHondo";"0";"inscrit";"50864";"2012"
"3313";"TuHan-Bot";"0";"inscrit";"55347";"2010"
"3314";"KLBot2";"0";"bot";"96688";"2011"
"3318";"Simuliid";"0";"inscrit";"23087";"2009"
"3319";"NSH002";"0";"inscrit";"12756";"2009"
"3322";"Look2See1";"0";"inscrit";"211858";"2010"
"3325";"XJaM";"0";"admin";"11279";"2002"
"3326";"12.91.171.38";"1";"anonyme";"2";"2003"
"3328";"Seth_Ilys";"0";"admin";"46881";"2003"
"3330";"Tannin";"0";"admin";"12304";"2002"
"3332";"Superninja";"0";"inscrit";"177";"2004"
"3336";"Saforrest";"0";"inscrit";"17204";"2003"
"3340";"129.78.64.100";"1";"anonyme";"1100";"2003"
"3341";"Csabo";"0";"inscrit";"422";"2004"
"3343";"Jni";"0";"admin";"18707";"2003"
"3344";"AlistairMcMillan";"0";"admin";"30400";"2004"
"3345";"Beamishboy";"0";"inscrit";"82";"2004"
"3347";"81.179.240.73";"1";"anonyme";"2";"2005"
"3349";"Stevelinton";"0";"inscrit";"26";"2005"
"3352";"Enochlau";"0";"admin";"18866";"2004"
"3356";"Allansteel";"0";"inscrit";"319";NA
"3364";"SH_111";"0";"inscrit";"35";"2006"
"3365";"62.8.160.190";"1";"anonyme";"7";"2006"
"3369";"Den_fjättrade_ankan~enwiki";"0";"inscrit";"6322";"2003"
"3376";"Pmanderson";"0";"inscrit";"62494";"2004"
"3380";"David_Eppstein";"0";"admin";"114273";"2006"
"3382";"MaxSem";"0";"admin";"15502";"2005"
"3383";"74.122.79.254";"1";"anonyme";"6";"2007"
"3384";"Giftlite";"0";"inscrit";"39239";"2004"
"3387";"Mwtoews";"0";"inscrit";"22539";"2005"
