"";"X";"contributeurs";"isanon";"status_contrib";"total_rev_count";"registration_year"
"1003";3015;"79.114.16.245";1;"anonyme";2;2009
"1004";3016;"Mister_sparky";0;"inscrit";15630;2008
"1005";3040;"213.65.94.224";1;"anonyme";2;2009
"1006";3041;"217.228.203.122";1;"anonyme";1;2009
"1007";3054;"200.40.206.61";1;"anonyme";3;2009
"1008";3060;"80.195.213.77";1;"anonyme";13;2009
"1009";3061;"Gaelic_Storm";0;"inscrit";9;2008
"1010";3063;"79.183.54.55";1;"anonyme";1;2010
"1011";3067;"110.33.0.109";1;"anonyme";53;2010
"1012";3073;"Hamletyamil";0;"inscrit";156;2006
"1013";3077;"FogDevil";0;"inscrit";3600;2007
"1014";3079;"86.6.160.20";1;"anonyme";80;2009
"1015";3081;"Ptbotgourou";0;"inscrit";66481;2008
"1016";3095;"MontyPhyton";0;"inscrit";74;2009
"1017";3096;"24.158.168.173";1;"anonyme";1;2010
"1018";3098;"CommonsDelinker";0;"bot";566488;2006
"1019";3100;"ScottMHoward";0;"inscrit";8765;2009
"1020";3103;"Zonyx";0;"inscrit";13466;2010
"1021";3105;"95.136.106.83";1;"anonyme";8;2010
"1022";3108;"98.132.195.56";1;"anonyme";97;2009
"1023";3109;"109.120.30.202";1;"anonyme";1;2010
"1024";3110;"General_Fiasco";0;"inscrit";607;2010
"1025";3111;"Amylee-britney";0;"inscrit";351;2010
"1026";3113;"187.176.127.79";1;"anonyme";5;2010
"1027";3115;"Muhandes";0;"inscrit";93324;2007
"1028";3119;"86.25.244.66";1;"anonyme";6;2010
"1029";3121;"200.58.77.83";1;"anonyme";15;2009
"1030";3125;"93.75.93.130";1;"anonyme";1;2011
"1031";3126;"125.13.249.36";1;"anonyme";516;2010
"1032";3128;"Alinblack";0;"inscrit";2798;2007
"1033";3129;"Scentlessapprentice";0;"inscrit";1486;2005
"1034";3131;"92.5.14.123";1;"anonyme";1;2011
"1035";3133;"114.77.79.36";1;"anonyme";244;2010
"1036";3134;"119.175.24.225";1;"anonyme";20;2011
"1037";3136;"Lachlan_Foley";0;"inscrit";25467;2009
"1038";3138;"Marchije";0;"inscrit";8694;2008
"1039";3147;"58.106.195.174";1;"anonyme";15;2011
"1040";3157;"126.107.90.90";1;"anonyme";334;2011
"1041";3159;"Agentlame";0;"inscrit";140;2008
"1042";3160;"Eric78420";0;"inscrit";233;2009
"1043";3163;"93.229.110.103";1;"anonyme";22;2012
"1044";3165;"WWETrishMickiefan";0;"inscrit";1985;2012
"1045";3186;"Taty2007";0;"inscrit";372;2008
"1046";3191;"86.177.45.54";1;"anonyme";2;2012
"1047";3192;"Neon_Flow";0;"inscrit";817;2007
"1048";3193;"SinLoodak";0;"inscrit";262;2012
"1049";3194;"79.150.178.52";1;"anonyme";1;2012
"1050";3195;"EclecticEnnui";0;"inscrit";5025;2010
"1051";3197;"83.192.134.18";1;"anonyme";7;2012
"1052";3198;"PM800";0;"inscrit";21113;2009
"1053";3207;"Chartbot";0;"bot";26135;2013
"1054";3210;"Loginnigol";0;"inscrit";24437;2010
"1055";3217;"186.10.8.104";1;"anonyme";1;2013
"1056";3218;"86.179.146.255";1;"anonyme";10;2013
"1057";3224;"109.154.83.250";1;"anonyme";343;2013
"1058";3226;"Discospinster";0;"admin";267694;2004
"1059";3228;"188.195.243.244";1;"anonyme";458;2013
"1060";3230;"77.97.12.211";1;"anonyme";433;2011
"1061";3235;"Comablack182";0;"inscrit";1533;2007
"1062";3237;"86.151.229.75";1;"anonyme";221;2013
"1063";3239;"90.7.136.196";1;"anonyme";4;2008
"1064";3241;"Dudge1983";0;"inscrit";25;2010
"1065";3242;"Violetcries";0;"inscrit";4476;2013
"1066";3243;"105.224.52.197";1;"anonyme";259;2013
"1067";3247;"Deivm7";0;"inscrit";2002;2013
"1068";3249;"86.135.252.50";1;"anonyme";74;2014
"1069";3265;"109.102.109.144";1;"anonyme";18;2013
"1070";3267;"90.192.241.42";1;"anonyme";2;2007
"1071";3307;"2606:A000:6AEB:E800:742A:4862:6030:5FBD";1;"anonyme";1;2015
"1072";3308;"174.108.38.245";1;"anonyme";1;2015
"1073";3309;"Trickykidd";0;"inscrit";256;2014
"1074";3314;"Harry_Canyon";0;"inscrit";1646;2012
"1075";3315;"Nqr9";0;"inscrit";11136;2006
"1076";3320;"BloodyRose";0;"inscrit";677;2008
"1077";3333;"91.217.3.229";1;"anonyme";1;2016
"1078";3334;"93.236.100.50";1;"anonyme";3;2016
"1079";3342;"Democoma";0;"inscrit";770;2014
"1080";3346;"Rfl0216";0;"inscrit";7714;2016
"1081";3347;"Hiddenstranger";0;"inscrit";23580;2009
"1082";3356;"86.166.241.116";1;"anonyme";2;2017
"1083";3357;"Bhadani";0;"admin";204742;2005
"1084";3358;"Rlandmann";0;"admin";51206;2003
"1085";3361;"SimonP";0;"admin";110456;2001
"1086";3367;"Ze_miguel";0;"inscrit";3274;2005
"1087";3368;"NeilFraser";0;"inscrit";907;2005
"1088";3370;"DV8_2XL";0;"inscrit";6808;2004
"1089";3371;"138.88.82.124";1;"anonyme";3;2006
"1090";3373;"65.24.90.172";1;"anonyme";3;2006
"1091";3376;"59.92.200.29";1;"anonyme";6;2006
"1092";3378;"Shyamsunder";0;"inscrit";120028;2006
"1093";3379;"207.171.180.101";1;"anonyme";3783;2003
"1094";3381;"Chinju";0;"inscrit";1823;2002
"1095";3383;"Thoreaulylazy";0;"inscrit";1088;2005
"1096";3385;"Rama's_Arrow";0;"admin";22597;2005
"1097";3387;"203.200.95.130";1;"anonyme";2609;2002
"1098";3391;"YurikBot";0;"inscrit";278165;2005
"1099";3392;"193.251.135.126";1;"anonyme";402;2004
"1100";3394;"193.251.135.124";1;"anonyme";457;2004
"1101";3406;"212.57.240.20";1;"anonyme";25;2004
"1102";3408;"Balarishi";0;"inscrit";68;2005
"1103";3409;"Fastfission";0;"admin";17173;2004
"1104";3410;"Aleezain";0;"inscrit";9;2006
"1105";3411;"Tangotango";0;"admin";10935;2005
"1106";3412;"88.64.66.99";1;"anonyme";3;2006
"1107";3413;"213.42.2.22";1;"anonyme";1276;2004
"1108";3414;"195.229.241.183";1;"anonyme";130;2004
"1109";3415;"68.167.120.226";1;"anonyme";3;2005
"1110";3417;"Ahseaton";0;"inscrit";811;2004
"1111";3419;"Deeppak";0;"inscrit";16;2006
"1112";3420;"59.144.76.116";1;"anonyme";8;2006
"1113";3421;"147.9.204.199";1;"anonyme";16;2006
"1114";3422;"Sreekanthv";0;"inscrit";2728;2006
"1115";3423;"Chanakyathegreat";0;"inscrit";6049;2006
"1116";3424;"Apocno10";0;"inscrit";65;2006
"1117";3425;"Kartik.jayan";0;"inscrit";155;2006
"1118";3426;"202.141.68.128";1;"anonyme";67;2006
"1119";3429;"Sniperz11";0;"inscrit";4412;2007
"1120";3430;"125.22.244.182";1;"anonyme";4;2007
"1121";3432;"24.147.86.187";1;"anonyme";403;2006
"1122";3434;"Legaleagle86";0;"inscrit";3732;NA
"1123";3444;"81.94.145.74";1;"anonyme";71;2006
"1124";3446;"Rich257";0;"inscrit";19182;2006
"1125";3448;"Soumyasch";0;"admin";19372;2006
"1126";3449;"210.214.40.186";1;"anonyme";3;2007
"1127";3452;"128.61.98.24";1;"anonyme";1443;2005
"1128";3459;"192.8.198.65";1;"anonyme";378;2006
"1129";3460;"131.130.222.138";1;"anonyme";51;2005
"1130";3462;"210.211.190.186";1;"anonyme";68;2007
"1131";3469;"Roghov";0;"inscrit";69;2007
"1132";3474;"Parth_me";0;"inscrit";22;2007
"1133";3478;"Signalhead";0;"inscrit";30673;2006
"1134";3480;"12.184.59.62";1;"anonyme";3;2007
"1135";3481;"Koffieyahoo";0;"inscrit";2004;2005
"1136";3487;"AussieBoy";0;"inscrit";466;2006
"1137";3509;"161.139.100.150";1;"anonyme";21;2006
"1138";3513;"DuKot";0;"inscrit";1706;2005
"1139";3516;"124.125.105.168";1;"anonyme";6;2007
"1140";3545;"ClueBot";0;"inscrit";1596818;2007
"1141";3630;"82.217.183.115";1;"anonyme";92;2007
"1142";3649;"202.54.42.229";1;"anonyme";14;2007
"1143";3653;"Hibernian";0;"inscrit";21552;2005
"1144";3656;"Init~enwiki";0;"inscrit";170;2005
"1145";3658;"72.189.21.133";1;"anonyme";1;2007
"1146";3660;"Gauravchauhan4";0;"inscrit";57;2007
"1147";3664;"59.95.68.123";1;"anonyme";1;2007
"1148";3667;"203.92.61.5";1;"anonyme";49;2006
"1149";3669;"85.252.101.73";1;"anonyme";36;2007
"1150";3672;"Shrao";0;"inscrit";115;2007
"1151";3674;"CmdrObot";0;"bot";337914;2006
"1152";3681;"Rsintheatre";0;"inscrit";5;2006
"1153";3691;"61.246.5.228";1;"anonyme";8;2007
"1154";3699;"Jon_Ace";0;"inscrit";646;2005
"1155";3716;"81.245.63.195";1;"anonyme";1;2007
"1156";3719;"59.95.124.121";1;"anonyme";5;2007
"1157";3729;"Garion96";0;"admin";51927;2005
"1158";3733;"Thedreamdied";0;"inscrit";1015;2006
"1159";3734;"24.19.229.254";1;"anonyme";1;2007
"1160";3737;"192.104.54.21";1;"anonyme";303;2004
"1161";3739;"Abhishekmathur";0;"inscrit";856;NA
"1162";3742;"Spike_Wilbury";0;"admin";14480;2006
"1163";3745;"Ascorbic";0;"inscrit";1374;2005
"1164";3747;"Bothtones7";0;"inscrit";148;2007
"1165";3751;"59.92.48.124";1;"anonyme";2;2007
"1166";3752;"East718";0;"admin";26019;2006
"1167";3753;"62.49.116.50";1;"anonyme";9;2006
"1168";3754;"59.92.55.125";1;"anonyme";3;2007
"1169";3755;"Muadd";0;"inscrit";1432;2006
"1170";3756;"75.182.102.162";1;"anonyme";9;2007
"1171";3757;"Dcamp314";0;"inscrit";662;2005
"1172";3764;"Mr._XYZ";0;"inscrit";1400;2006
"1173";3765;"LorenzoB";0;"inscrit";8642;2006
"1174";3767;"Alcoved_id";0;"inscrit";419;2005
"1175";3769;"Esprit15d";0;"admin";27787;2005
"1176";3771;"DumZiBoT";0;"inscrit";212289;2007
"1177";3772;"59.95.54.119";1;"anonyme";1;2008
"1178";3774;"220.227.133.250";1;"anonyme";351;2008
"1179";3777;"EjsBot";0;"inscrit";1697;2008
"1180";3779;"203.199.213.131";1;"anonyme";805;2005
"1181";3837;"ParisianBlade";0;"inscrit";4041;2007
"1182";3894;"212.11.57.91";1;"anonyme";63;2006
"1183";3897;"61.1.74.166";1;"anonyme";2;2008
"1184";3900;"61.11.23.144";1;"anonyme";1;2008
"1185";3904;"118.100.18.87";1;"anonyme";1;2008
"1186";3906;"Vividmarx";0;"inscrit";1;2008
"1187";3909;"Pakjak";0;"inscrit";7;2008
"1188";3910;"Baseballbaker23";0;"inscrit";820;2007
"1189";3915;"Vishnava";0;"inscrit";10741;2008
"1190";3916;"117.102.1.243";1;"anonyme";3;2008
"1191";3919;"Sardanaphalus";0;"inscrit";119752;2005
"1192";3921;"84.56.172.237";1;"anonyme";2;2008
"1193";3923;"76.91.146.186";1;"anonyme";8;2008
"1194";3925;"202.46.23.62";1;"anonyme";76;2007
"1195";3930;"Anurag_bhd";0;"inscrit";28;2006
"1196";3932;"Durova";0;"admin";60685;2005
"1197";3933;"Ricky81682";0;"admin";159977;2004
"1198";3935;"Faradayplank";0;"inscrit";13561;2007
"1199";3937;"Atimanob";0;"inscrit";12;2008
"1200";3941;"82.131.40.114";1;"anonyme";1;2008
"1201";3944;"198.231.24.241";1;"anonyme";79;2005
"1202";3946;"119.154.14.179";1;"anonyme";1;2008
"1203";3947;"68.97.237.245";1;"anonyme";4;2008
"1204";3949;"72.179.48.138";1;"anonyme";37;2009
"1205";3951;"202.153.34.82";1;"anonyme";4;2009
"1206";3958;"71.202.94.145";1;"anonyme";1;2009
"1207";3960;"75.50.22.218";1;"anonyme";1;2009
"1208";3965;"122.172.31.38";1;"anonyme";3;2009
"1209";3967;"4.249.60.193";1;"anonyme";1;2009
"1210";3975;"Jayantanth";0;"inscrit";8614;2007
"1211";3976;"85.180.72.230";1;"anonyme";2;2009
"1212";3980;"128.211.179.199";1;"anonyme";1;2009
"1213";3983;"117.195.10.37";1;"anonyme";3;2009
"1214";3984;"Nikhillopes";0;"inscrit";1;2008
"1215";3993;"210.212.189.148";1;"anonyme";6;2009
"1216";3995;"71.67.111.133";1;"anonyme";19;2008
"1217";3999;"Chinmayakrishnan";0;"inscrit";15;2009
"1218";4001;"Bharatgopal";0;"inscrit";300;2009
"1219";4004;"Jason041";0;"inscrit";32;2009
"1220";4006;"Shreevatsa";0;"inscrit";11605;2005
"1221";4009;"RockMFR";0;"admin";28642;2006
"1222";4015;"115.252.36.56";1;"anonyme";11;2009
"1223";4016;"123.2.163.170";1;"anonyme";1;2009
"1224";4017;"Burgeoningknowledge";0;"inscrit";55;2009
"1225";4018;"98.231.210.95";1;"anonyme";11;2009
"1226";4019;"190.213.77.196";1;"anonyme";3;2009
"1227";4024;"76.69.60.17";1;"anonyme";15;2009
"1228";4025;"Rettetast";0;"admin";158774;2006
"1229";4026;"86.156.211.170";1;"anonyme";7;2009
"1230";4028;"Pevernagie";0;"inscrit";3324;2005
"1231";4040;"Jamesofur";0;"admin";4708;2006
"1232";4043;"86.153.133.18";1;"anonyme";4;2009
"1233";4048;"117.96.101.2";1;"anonyme";2;2009
"1234";4049;"SpaceFlight89";0;"inscrit";20482;2009
"1235";4050;"Elockid";0;"admin";42430;2009
"1236";4053;"86.156.215.244";1;"anonyme";4;2009
"1237";4060;"Ironboy11";0;"inscrit";7762;2009
"1238";4061;"Vipinhari";0;"inscrit";19365;2007
"1239";4064;"Fireaxe888";0;"inscrit";3289;2008
"1240";4065;"FUtheresa";0;"inscrit";139;2007
"1241";4072;"Wasell";0;"inscrit";4930;2006
"1242";4073;"59.183.123.159";1;"anonyme";4;2009
"1243";4076;"67.232.134.174";1;"anonyme";1439;2009
"1244";4081;"122.163.176.145";1;"anonyme";5;2010
"1245";4083;"70.26.71.174";1;"anonyme";1;2010
"1246";4086;"74.128.192.89";1;"anonyme";3;2009
"1247";4088;"188.48.180.74";1;"anonyme";8;2010
"1248";4089;"98.225.186.146";1;"anonyme";29;2009
"1249";4094;"59.162.23.19";1;"anonyme";683;2009
"1250";4096;"199.228.98.66";1;"anonyme";117;2009
"1251";4098;"59.92.151.230";1;"anonyme";1;2010
"1252";4101;"Midway";0;"inscrit";11987;2005
"1253";4102;"59.94.119.189";1;"anonyme";3;2009
"1254";4103;"117.194.196.42";1;"anonyme";15;2010
"1255";4105;"Arjun024";0;"inscrit";4792;2007
"1256";4109;"86.179.19.39";1;"anonyme";7;2010
"1257";4113;"Thinking_of_England";0;"inscrit";13211;2009
"1258";4115;"Dricherby";0;"inscrit";5091;2006
"1259";4117;"DumbBOT";0;"bot";193255;2006
"1260";4118;"Umang.joshi";0;"inscrit";30;2006
"1261";4129;"59.93.80.25";1;"anonyme";35;2007
"1262";4131;"Rochelimit";0;"inscrit";9586;2006
"1263";4132;"59.93.72.202";1;"anonyme";3;2006
"1264";4134;"Kolbasz";0;"inscrit";19277;2005
"1265";4145;"117.195.40.169";1;"anonyme";2;2011
"1266";4147;"78.86.51.102";1;"anonyme";1;2011
"1267";4148;"67.232.139.60";1;"anonyme";807;2011
"1268";4149;"184.1.9.237";1;"anonyme";49;2011
"1269";4151;"Psharma.in";0;"inscrit";15;2011
"1270";4154;"Rsmn";0;"inscrit";422;2008
"1271";4155;"FoxBot";0;"inscrit";56039;2009
"1272";4156;"79.230.7.162";1;"anonyme";1;2011
"1273";4158;"119.226.14.34";1;"anonyme";156;2010
"1274";4160;"161.215.18.51";1;"anonyme";1147;2005
"1275";4162;"117.196.223.20";1;"anonyme";1;2011
"1276";4164;"Tatiraju.rishabh";0;"inscrit";4436;2010
"1277";4165;"203.101.61.7";1;"anonyme";301;2005
"1278";4166;"Hobartimus";0;"inscrit";12944;2007
"1279";4167;"123.237.208.138";1;"anonyme";1;2011
"1280";4169;"Reenem";0;"inscrit";31924;2008
"1281";4180;"Joe_Schmedley";0;"inscrit";2435;2006
"1282";4188;"JohnOwens";0;"admin";8079;2002
"1283";4193;"59.178.134.162";1;"anonyme";1;2011
"1284";4195;"D.h";0;"inscrit";2636;2006
"1285";4215;"DBigXray";0;"inscrit";34023;2011
"1286";4224;"184.1.31.6";1;"anonyme";904;2011
"1287";4247;"67.162.93.177";1;"anonyme";8;2011
"1288";4254;"129.186.159.132";1;"anonyme";8;2011
"1289";4257;"Achowat";0;"inscrit";12966;2011
"1290";4260;"Silent_Nemesis2710";0;"inscrit";68;2006
"1291";4262;"Flybywire_e2c";0;"inscrit";205;2009
"1292";4264;"183.83.9.66";1;"anonyme";1;2011
"1293";4266;"Reedy_Bot";0;"bot";128293;2006
"1294";4267;"Kunalkanodia77k";0;"inscrit";111;2011
"1295";4270;"87.127.194.100";1;"anonyme";2;2012
"1296";4272;"174.91.195.219";1;"anonyme";1;2012
"1297";4274;"Dpmuk";0;"admin";10189;2007
"1298";4278;"Grafen";0;"inscrit";59025;2005
"1299";4280;"1.23.92.20";1;"anonyme";3;2012
"1300";4294;"122.161.78.199";1;"anonyme";7;2012
"1301";4295;"TopGun";0;"inscrit";20007;2006
"1302";4296;"122.161.31.230";1;"anonyme";9;2012
"1303";4298;"202.164.150.58";1;"anonyme";4;2012
"1304";4299;"70.138.168.119";1;"anonyme";4;2011
"1305";4305;"Malabika_r";0;"inscrit";2;2012
"1306";4307;"117.211.89.3";1;"anonyme";46;2011
"1307";4309;"28bot";0;"inscrit";93387;2010
"1308";4311;"59.178.45.45";1;"anonyme";3;2007
"1309";4313;"64.194.218.183";1;"anonyme";116;2010
"1310";4314;"Anir1uph";0;"inscrit";11881;2010
"1311";4316;"117.193.251.171";1;"anonyme";3;2012
"1312";4319;"184.1.14.244";1;"anonyme";366;2012
"1313";4335;"115.113.175.180";1;"anonyme";101;2010
"1314";4337;"113.21.69.229";1;"anonyme";1;2012
"1315";4339;"117.219.1.104";1;"anonyme";1;2012
"1316";4341;"Osbormic0";0;"inscrit";2;2012
"1317";4347;"116.202.2.52";1;"anonyme";1;2012
"1318";4350;"71.164.203.200";1;"anonyme";14;2012
"1319";4357;"FishingKing";0;"inscrit";727;2012
"1320";4371;"Thirdright";0;"inscrit";45296;2006
"1321";4378;"184.1.26.162";1;"anonyme";527;2012
"1322";4379;"Wajahat380";0;"inscrit";5;2012
"1323";4389;"Cauterite";0;"inscrit";29;2012
"1324";4391;"Karthikndr";0;"inscrit";19689;2010
"1325";4393;"216.13.179.54";1;"anonyme";26;2011
"1326";4397;"117.195.203.78";1;"anonyme";1;2012
"1327";4399;"Limulus";0;"inscrit";6185;2005
"1328";4489;"115.184.59.61";1;"anonyme";1;2012
"1329";4490;"Kagundu";0;"inscrit";8017;2011
"1330";4491;"182.178.120.120";1;"anonyme";1;2012
"1331";4493;"Rkb76in";0;"inscrit";55;2012
"1332";4494;"Per1234";0;"inscrit";88;2011
"1333";4504;"117.254.116.232";1;"anonyme";5;2012
"1334";4505;"24.234.29.168";1;"anonyme";515;2012
"1335";4506;"59.183.47.35";1;"anonyme";1;2012
"1336";4508;"120.59.44.190";1;"anonyme";1;2012
"1337";4509;"113.203.198.232";1;"anonyme";1;2012
"1338";4510;"98.200.3.93";1;"anonyme";1;2012
"1339";4512;"MZMcBride";0;"admin";182958;2005
"1340";4513;"Whoop_whoop_pull_up";0;"inscrit";21833;2010
"1341";4517;"184.0.20.187";1;"anonyme";669;2012
"1342";4595;"Vivjain";0;"inscrit";11;2013
"1343";4597;"117.207.227.146";1;"anonyme";1;2013
"1344";4599;"Mrt3366";0;"inscrit";22207;2012
"1345";4608;"68.115.28.77";1;"anonyme";3;2012
"1346";4618;"Frencheye";0;"inscrit";12;2012
"1347";4623;"184.0.16.233";1;"anonyme";432;2013
"1348";4634;"120.56.237.179";1;"anonyme";2;2013
"1349";4660;"117.218.39.167";1;"anonyme";3;2013
"1350";4664;"117.197.73.240";1;"anonyme";2;2013
"1351";4666;"115.248.164.73";1;"anonyme";31;2011
"1352";4667;"202.59.231.33";1;"anonyme";172;2010
"1353";4669;"Shubhamashokgandhi";0;"inscrit";87;2012
"1354";4678;"119.82.126.146";1;"anonyme";13;2010
"1355";4680;"Trinidade";0;"inscrit";4213;2010
"1356";4682;"119.155.11.129";1;"anonyme";2;2010
"1357";4684;"138.37.45.75";1;"anonyme";4;2013
"1358";4688;"117.192.190.162";1;"anonyme";3;2011
"1359";4689;"Evano1van";0;"inscrit";11741;2013
"1360";4691;"184.0.17.48";1;"anonyme";1000;2013
"1361";4693;"223.233.89.244";1;"anonyme";1;2013
"1362";4697;"117.223.96.194";1;"anonyme";1;2013
"1363";4705;"PeerBaba";0;"inscrit";3732;2012
"1364";4706;"223.223.148.198";1;"anonyme";3;2013
"1365";4724;"75.36.41.49";1;"anonyme";7;2013
"1366";4726;"134.240.18.54";1;"anonyme";2;2013
"1367";4731;"130.49.17.149";1;"anonyme";1;2013
"1368";4733;"140.180.244.185";1;"anonyme";1;2013
"1369";4737;"Darkness_Shines";0;"inscrit";28868;2011
"1370";4739;"142.196.225.209";1;"anonyme";29;2013
"1371";4741;"207.225.232.131";1;"anonyme";786;2004
"1372";4743;"70.137.140.13";1;"anonyme";2;2013
"1373";4747;"131.191.57.0";1;"anonyme";32;2013
"1374";4751;"70.64.100.213";1;"anonyme";2;2014
"1375";4753;"103.21.127.77";1;"anonyme";138;2013
"1376";4754;"PVGS1985";0;"inscrit";1;2014
"1377";4759;"106.193.9.191";1;"anonyme";1;2014
"1378";4763;"1.22.128.13";1;"anonyme";1;2014
"1379";4765;"Redtigerxyz";0;"inscrit";58947;2006
"1380";4768;"182.68.88.61";1;"anonyme";1;2014
"1381";4769;"Adarsha.joisa";0;"inscrit";27;2007
"1382";4771;"115.114.50.215";1;"anonyme";8;2013
"1383";4772;"125.17.229.50";1;"anonyme";10;2013
"1384";4773;"139.216.216.50";1;"anonyme";1;2014
"1385";4774;"Excirial";0;"admin";209674;2007
"1386";4776;"122.169.86.209";1;"anonyme";1;2014
"1387";4778;"Kunalrks";0;"inscrit";254;2013
"1388";4783;"Msec109";0;"inscrit";329;2011
"1389";4784;"109.158.211.2";1;"anonyme";2;2015
"1390";4786;"Mild_Bill_Hiccup";0;"inscrit";148526;2007
"1391";4789;"128.12.252.4";1;"anonyme";273;2013
"1392";4791;"76.178.152.34";1;"anonyme";4;2015
"1393";4793;"Rsrikanth05";0;"inscrit";67642;2005
"1394";4795;"Sailfish2";0;"inscrit";49;2008
"1395";4797;"UsamaAliMughal";0;"inscrit";8;2015
"1396";4799;"Quantumavik";0;"inscrit";217;2010
"1397";4802;"Mittaltushant";0;"inscrit";24;2010
"1398";4876;"131.216.14.22";1;"anonyme";9;2015
"1399";4878;"184.1.30.125";1;"anonyme";29;2015
"1400";4882;"182.237.158.209";1;"anonyme";1;2015
"1401";4885;"182.66.42.134";1;"anonyme";1;2015
"1402";4889;"2620:0:1000:1A02:6181:B656:1BA0:26";1;"anonyme";2;2015
"1403";4891;"59.160.207.5";1;"anonyme";69;2007
"1404";4893;"122.175.28.235";1;"anonyme";3;2012
"1405";4895;"125.19.34.86";1;"anonyme";160;2012
"1406";4896;"Meenadinesh33";0;"inscrit";3;2014
"1407";4897;"Optakeover";0;"inscrit";18866;2006
"1408";4898;"120.57.58.190";1;"anonyme";6;2015
"1409";4901;"Harshhussey";0;"inscrit";4758;2012
"1410";4902;"Sohnythomas";0;"inscrit";21;2007
"1411";4904;"106.208.34.194";1;"anonyme";2;2015
"1412";4907;"122.161.97.210";1;"anonyme";2;2012
"1413";4909;"59.89.120.32";1;"anonyme";2;2015
"1414";4914;"112.79.36.140";1;"anonyme";28;2012
"1415";4917;"70.199.103.17";1;"anonyme";3;2015
"1416";4920;"78.149.116.7";1;"anonyme";2;2015
"1417";4924;"27.251.11.114";1;"anonyme";6;2015
"1418";4927;"Delhitingpranav";0;"inscrit";118;2011
"1419";4928;"Tachs";0;"inscrit";92333;2005
"1420";4931;"Wraithful";0;"inscrit";529;2007
"1421";4935;"Andy_Dingley";0;"inscrit";121902;2007
"1422";4938;"Jaywardhan009";0;"inscrit";22250;2015
"1423";4941;"Niceguyedc";0;"inscrit";342913;2007
"1424";4944;"AusLondonder";0;"inscrit";21721;2015
"1425";4948;"129.237.108.6";1;"anonyme";25;2015
"1426";4950;"A9452819015";0;"inscrit";71;2015
"1427";4952;"106.192.143.192";1;"anonyme";1;2016
"1428";4954;"Tom.Reding";0;"inscrit";467851;2009
"1429";4960;"2A02:C7D:1505:9500:7935:1669:6305:FD87";1;"anonyme";1;2016
"1430";4961;"128.8.120.3";1;"anonyme";43;2012
"1431";4968;"2A02:1810:507:1500:9C94:B60D:70D2:8568";1;"anonyme";1;2016
"1432";4969;"86.96.226.8";1;"anonyme";168;2013
"1433";4971;"112.211.212.212";1;"anonyme";1;2016
"1434";4973;"182.179.135.3";1;"anonyme";1;2016
"1435";4983;"14.200.190.36";1;"anonyme";4;2016
"1436";4987;"Filpro";0;"inscrit";9698;2015
"1437";5021;"71.41.210.146";1;"anonyme";8046;2006
"1438";5024;"John_Lunney";0;"inscrit";1395;2005
"1439";5030;"72.197.200.139";1;"anonyme";1;2017
"1440";5034;"42.111.175.10";1;"anonyme";2;2017
"1441";5038;"Adamgerber80";0;"inscrit";5112;2015
"1442";5043;"Ira_Leviton";0;"inscrit";23522;2015
"1443";5047;"Mullet";0;"inscrit";752;2004
"1444";5051;"Mistico";0;"inscrit";17333;2005
"1445";5052;"82.154.81.2";1;"anonyme";22;2010
"1446";5057;"NotWith";0;"inscrit";61905;2011
"1447";5059;"Bazonka";0;"inscrit";49383;2005
"1448";5063;"Jolomo";0;"inscrit";3754;2004
"1449";5064;"Deville";0;"admin";23929;2005
"1450";5065;"Can't_sleep,_clown_will_eat_me";0;"admin";101994;2005
"1451";5066;"Flowerparty";0;"admin";14828;2005
"1452";5067;"67.100.216.14";1;"anonyme";236;2005
"1453";5068;"Mutebutton";0;"inscrit";123;2006
"1454";5069;"Qrc2006";0;"inscrit";7759;2006
"1455";5071;"ColinFine";0;"inscrit";13437;2005
"1456";5074;"JayJasper";0;"inscrit";47626;2006
"1457";5076;"168.11.135.250";1;"anonyme";121;2006
"1458";5082;"MetsBot";0;"inscrit";230558;2006
"1459";5083;"SparsityProblem";0;"inscrit";1717;2006
"1460";5084;"Ceyockey";0;"admin";63564;2005
"1461";5086;"Rjd0060";0;"admin";33499;2007
"1462";5087;"Dhartung";0;"inscrit";24443;2004
"1463";5092;"RMHED";0;"inscrit";15716;2006
"1464";5097;"Michael_Hardy";0;"admin";192682;2002
"1465";5098;"David_Gerard";0;"admin";133569;2004
"1466";5100;"TravelinSista";0;"inscrit";415;2008
"1467";5103;"189.168.140.143";1;"anonyme";2;2008
"1468";5105;"ToddSweeney";0;"inscrit";564;2008
"1469";5107;"Rmkeller";0;"inscrit";224;2007
"1470";5111;"The_Banner_Turbo";0;"inscrit";3767;2011
"1471";5117;"Afasmit";0;"inscrit";57334;2005
"1472";5121;"Debresser";0;"inscrit";97234;2008
"1473";5128;"Srich32977";0;"inscrit";110019;2008
"1474";5135;"Steel1943";0;"inscrit";85857;2006
"1475";5138;"Lockley";0;"inscrit";111432;2005
"1476";5140;"Jochen_Burghardt";0;"inscrit";11870;2012
"1477";5150;"96.57.181.170";1;"anonyme";1689;2011
"1478";5151;"50.53.1.33";1;"anonyme";2719;2016
"1479";5155;"Spntx";0;"inscrit";4;2007
"1480";5156;"The_wub";0;"admin";77348;2005
"1481";5157;"70.125.132.120";1;"anonyme";21;2007
"1482";5159;"Josue210";0;"inscrit";14;2008
"1483";5174;"Zereshk";0;"inscrit";22595;2004
"1484";5181;"07ShadowV";0;"inscrit";241;2007
