"";"page";"density";"ncontributors";"nanon";"nedits";"transitivity";"nadmins";"nbots";"centralization";"mean_betweenness_admin";"mean_degree_centrality_admins";"mean_betweenness";"mean_degree_centrality";"sd_betweenness";"sd_degree_centrality";"sd_betweenness_admin";"sd_degree_centrality_admins";"degree_assortativity";"nquar1";"nquar2";"nquar3";"nquar4";"mean_degree_anon";"mean_degree_inscrit";"mean_indegree_admin";"mean_outdegree_admin";"mean_indegree_anon";"mean_outdegree_anon";"mean_indegree_inscrit";"mean_outdegree_inscrit";"mean_degree_quar1";"mean_indegree_quar1";"mean_outdegree_quar1";"mean_degree_quar2";"mean_indegree_quar2";"mean_outdegree_quar2";"mean_degree_quar3";"mean_indegree_quar3";"mean_outdegree_quar3";"mean_degree_quar4";"mean_indegree_quar4";"mean_outdegree_quar4";"nadded";"ndeleted";"nrestored";"sd_degree_anon";"sd_degree_inscrit";"sd_indegree_admin";"sd_outdegree_admin";"sd_indegree_anon";"sd_outdegree_anon";"sd_indegree_inscrit";"sd_outdegree_inscrit";"sd_degree_quar1";"sd_indegree_quar1";"sd_outdegree_quar1";"sd_degree_quar2";"sd_indegree_quar2";"sd_outdegree_quar2";"sd_degree_quar3";"sd_indegree_quar3";"sd_outdegree_quar3";"sd_degree_quar4";"sd_indegree_quar4";"sd_outdegree_quar4";"iscontroversial";"isfeatured";"istalk_page"
"75";"Stephen_Trigg";"0.0363980643803913";"98";"20";"346";"0.152250885179565";"17";"9";"0.567329152938676";"21.950963623247";"4.94117647058824";"21.1134020618557";"5.93814432989691";"94.3005685249664";"12.22345289545";"46.1008856322225";"5.22578448937686";"-0.125121948517059";"10";"10";"12";"66";"11.25";"4.41176470588235";"1.58823529411765";"3.35294117647059";"5.95";"5.3";"1.25490196078431";"3.15686274509804";"10.6";"5.7";"4.9";"16.6";"8.6";"8";"3.66666666666667";"1.41666666666667";"2.25";"5.6969696969697";"2.81818181818182";"2.87878787878788";"116";"202";"28";"25.0680652372065";"4.70819061036503";"2.67064653991809";"3.18082490225783";"15.3364889964047";"10.352218170645";"3.15495253374691";"3.73294815940221";"14.4852415313733";"7.70353454230228";"8.99938269487907";"32.8166624343996";"21.2978872191586";"12.2020034784821";"2.99494523651051";"1.44337567297406";"2.00567377026456";"14.3355069637163";"14.261199745527";"3.14038288461848";"0";"0";1
"76";"Sunderland_A.F.C.";"0.0284605834885164";"180";"99";"917";"0.126194162292792";"31";"0";"0.71293030804282";"3.486397371329";"6.93548387096774";"174.597765363129";"8.77094972067039";"582.740919673187";"14.8977053014975";"18.293051509528";"13.9258404506897";"-0.376095221516332";"28";"47";"52";"52";"8.63636363636364";"15.5833333333333";"1.70967741935484";"5.2258064516129";"4.51515151515152";"4.12121212121212";"8.54166666666667";"7.04166666666667";"10.0357142857143";"5";"5.03571428571429";"7.61702127659574";"3.38297872340426";"4.23404255319149";"9.36538461538461";"4.03846153846154";"5.32692307692308";"13.5576923076923";"7.80769230769231";"5.75";"263";"531";"123";"11.2879333672357";"42.2650367719387";"2.17858590813853";"14.0421025904702";"6.22595560465176";"5.79632664688616";"38.1000688743072";"16.9880537917445";"15.9198970377676";"8.92769307848918";"7.4609211170836";"9.08307836988378";"4.16795847998055";"5.63842703149151";"12.75566594007";"4.55881623120128";"11.756885598421";"40.6710445063414";"36.6584866784013";"15.9544388070235";"0";"0";1
"77";"The_Adventures_of_Tintin";"0.0367096774193548";"125";"48";"569";"0.162989520132377";"32";"0";"0.739366545265349";"41.7993649933292";"5.71875";"73.0322580645161";"7.63709677419355";"204.462054093788";"8.55430731366222";"78.8708782557497";"5.94726489047019";"-0.338008132859275";"15";"23";"43";"44";"9.35416666666667";"11.4545454545455";"2.15625";"3.5625";"4.41666666666667";"4.9375";"6.54545454545455";"4.90909090909091";"10.6";"6.6";"4";"8.26086956521739";"3.34782608695652";"4.91304347826087";"12.9767441860465";"7.25581395348837";"5.72093023255814";"5.25";"1.84090909090909";"3.40909090909091";"191";"339";"39";"10.3049039830214";"28.7745483026431";"2.54139122427829";"3.85994735046828";"6.10138921513863";"6.20708671857538";"28.7073886813981";"5.68890467169528";"14.146175656844";"9.51540105002712";"5.30498417932204";"7.42365623778195";"4.18448102193389";"5.95370811479749";"29.1780155107795";"28.9293828413883";"6.66663898111638";"5.35756366010643";"2.31218392503089";"3.57847688671488";"0";"0";1
"78";"The_Fade_Out";"0.238095238095238";"15";"0";"50";"0.254237288135593";"5";"2";"1.27551020408163";"2";"3.2";"3.35714285714286";"5.21428571428571";"10.0430392492829";"10.093246572517";"4.47213595499958";"1.92353840616713";"-0.0766057148182943";"1";"0";"1";"13";"NaN";"5.71428571428571";"0.6";"2.6";"NaN";"NaN";"4.14285714285714";"1.57142857142857";"2";"0";"2";"NaN";"NaN";"NaN";"2";"0";"2";"7.38461538461539";"3.84615384615385";"3.53846153846154";"27";"23";"0";NA;"9.4112394811432";"0.894427190999916";"1.14017542509914";NA;NA;"10.0900705552302";"0.786795792469443";NA;NA;NA;NA;NA;NA;NA;NA;NA;"11.9620125225542";"8.50339298796029";"5.63642003129919";"0";"0";1
"79";"The_Kinks";"0.00815864413251102";"869";"454";"6154";"0.0472151099218288";"64";"11";"0.710400783622502";"896.954636606786";"15.125";"802.331797235023";"12.7442396313364";"8435.51609840943";"55.1784273786361";"5026.06888571995";"58.8518451923105";"-0.0314893151575619";"213";"198";"228";"230";"14.6872246696035";"13.5870206489676";"4.46875";"10.65625";"7.42070484581498";"7.26651982378855";"7.23598820058997";"6.35103244837758";"9.79342723004695";"5.08450704225352";"4.70892018779343";"10.1565656565657";"4.93939393939394";"5.21717171717172";"18.0745614035088";"7.96929824561404";"10.1052631578947";"17.7826086956522";"9.89565217391304";"7.88695652173913";"1246";"3825";"1083";"56.2968242373591";"86.0636234808838";"16.9499438122401";"42.8030627705505";"29.6904056635232";"31.0332994655798";"69.8132572679912";"37.0570976016567";"18.1085446835791";"10.1531849434752";"12.5186564645557";"17.8698263201952";"9.85820092710383";"14.2008188825444";"78.1869929710232";"40.2534254480078";"43.396921960126";"107.065199301463";"84.9624498525319";"47.313737808977";"0";"0";1
"80";"Thief_II";"0.0224997155535328";"188";"102";"791";"0.110106910613909";"7";"4";"0.501558523263462";"0.145685997171146";"2.57142857142857";"20.903743315508";"7.41711229946524";"69.5500304107647";"11.7472177535656";"0.376789342121365";"1.13389341902768";"-0.440053983967302";"40";"50";"49";"49";"7.30392156862745";"10.6486486486486";"0.857142857142857";"1.71428571428571";"4.49019607843137";"2.81372549019608";"4.28378378378378";"6.36486486486486";"6.35";"3.1";"3.25";"8.1";"4.86";"3.24";"8.42857142857143";"3.6734693877551";"4.75510204081633";"10.4081632653061";"4.97959183673469";"5.42857142857143";"195";"500";"96";"6.39428769778968";"27.610020234091";"1.0690449676497";"0.755928946018454";"5.18517517016841";"2.31538287643585";"22.6380212784745";"16.4079619199049";"7.13442359269479";"3.55037015043899";"5.2121652570373";"7.19764700780606";"5.90057070916683";"2.66925044894324";"11.9947905358952";"4.5661241546763";"10.1561365116632";"31.9073648547289";"27.7417328495644";"17.2892066523212";"0";"0";1
"81";"Thierry_Henry";"0.0265539349035583";"383";"223";"3885";"0.14944920687132";"63";"1";"0.57442230202023";"13.4073075932218";"15";"164.306282722513";"19.2486910994764";"1278.2979455076";"37.5774746268579";"71.9255881016379";"30.4069177188562";"-0.213271184597706";"83";"85";"114";"101";"25.1748878923767";"12.6315789473684";"2.25396825396825";"12.7460317460317";"13.5829596412556";"11.5919282511211";"7.45263157894737";"5.17894736842105";"23.9277108433735";"11.3855421686747";"12.5421686746988";"20.5294117647059";"9.23529411764706";"11.2941176470588";"23.3070175438597";"16.1315789473684";"7.17543859649123";"13.6831683168317";"3.12871287128713";"10.5544554455446";"417";"2045";"1423";"44.8524196306243";"43.6087665965933";"4.96428617474682";"30.5772254769779";"27.2223258307129";"28.9072659489527";"42.705764327909";"11.1259510206643";"39.2461845691074";"27.62635332754";"23.7015494012519";"31.7897064184882";"18.8860285086392";"26.3912068371139";"60.2293738340535";"45.9317525966505";"27.5280213195669";"26.1024637507915";"6.81566338126617";"25.8183947012686";"0";"0";1
"82";"Toronto_Raptors";"0.0222279846488953";"311";"195";"2143";"0.0933192891239551";"37";"0";"0.578017689906348";"18.5284670959459";"18.9189189189189";"121.722580645161";"12.6290322580645";"546.851883047717";"26.3327191794556";"60.5749052355124";"64.019692447098";"-0.369484549245564";"71";"98";"64";"77";"13.4923076923077";"12.3116883116883";"12.8648648648649";"6.05405405405405";"7.25128205128205";"6.24102564102564";"3.23376623376623";"9.07792207792208";"15.1549295774648";"7.83098591549296";"7.32394366197183";"10.2959183673469";"5.79591836734694";"4.5";"16.421875";"6.9375";"9.484375";"14.8571428571429";"7.41558441558442";"7.44155844155844";"371";"1142";"630";"17.9105363308142";"41.5360527418682";"60.6085629090304";"23.861808101774";"10.4498525564223";"13.2866245034326";"5.91139867654478";"41.4356718406808";"23.2056938132027";"12.9316730941547";"16.4956917733842";"12.6842781033678";"7.74058681234524";"9.14629100648223";"40.974170992127";"9.83494740586804";"40.6209704961319";"48.8404260633045";"42.0983655918995";"26.5565402324597";"0";"0";1
"83";"Tosca";"0.0713213213213213";"37";"14";"95";"0.275646743978591";"8";"0";"0.440586419753086";"0.8125";"3.625";"3.27777777777778";"4.27777777777778";"7.46653911455678";"4.24675412932285";"1.55695444469552";"3.96187185196954";"-0.439624277837369";"8";"3";"13";"13";"5.42857142857143";"5.64285714285714";"1.625";"2";"2.78571428571429";"2.64285714285714";"3.07142857142857";"2.57142857142857";"5.625";"1.5";"4.125";"2.66666666666667";"0.666666666666667";"2";"3.53846153846154";"1.69230769230769";"1.84615384615385";"7";"4.53846153846154";"2.46153846153846";"36";"59";"0";"5.09470744557957";"9.36118946138086";"3.46152319898955";"0.755928946018454";"4.69334342739507";"1.39268102577742";"9.52296241653894";"2.65197417652718";"3.15945293637092";"1.19522860933439";"2.79987244607423";"0.577350269189626";"0.577350269189626";"1";"5.10906685242659";"4.97300404491784";"0.554700196225229";"9.69535971483266";"9.91308381732096";"1.98390963400489";"0";"0";1
"84";"Tower_of_London";"0.0402015677491601";"95";"27";"359";"0.150368751707184";"31";"0";"0.507695789950204";"4.57530736176181";"10.258064516129";"6.27659574468085";"6.5531914893617";"20.6285796093834";"8.23657855325941";"11.5021674846747";"19.4353076331634";"-0.55657723351106";"10";"10";"22";"53";"6.88888888888889";"5.75";"5.90322580645161";"4.35483870967742";"3.40740740740741";"3.48148148148148";"2.22222222222222";"3.52777777777778";"9.7";"3.4";"6.3";"6.8";"4.5";"2.3";"4.72727272727273";"2.18181818181818";"2.54545454545455";"8.47169811320755";"4.37735849056604";"4.09433962264151";"102";"175";"82";"9.07377172587747";"6.53507022587691";"18.1702225976269";"8.68158352336244";"4.30794667543652";"7.36086517892674";"3.005814471141";"6.36277617356768";"12.1293949652166";"2.41292814278051";"11.7383511997592";"8.16224370024702";"6.34647758821992";"2.05750658160146";"3.32639971514776";"2.30189080946541";"2.98770931089471";"15.7475318866957";"14.0920414188216";"8.21879682131945";"0";"0";1
"85";"Trait_du_Nord";"0.0673635307781649";"42";"3";"116";"0.122749590834697";"9";"6";"0.743010113027959";"0";"2.66666666666667";"9.65853658536585";"4.46341463414634";"48.8198173262518";"9.91992328845241";"0";"2.12132034355964";"-0.360474122661722";"2";"1";"3";"36";"27.6666666666667";"4.52173913043478";"0.777777777777778";"1.88888888888889";"14";"13.6666666666667";"2.73913043478261";"1.78260869565217";"4.5";"1";"3.5";"3";"0";"3";"24";"13.3333333333333";"10.6666666666667";"4.11111111111111";"2.05555555555556";"2.05555555555556";"49";"65";"2";"32.4704994315353";"9.76016749678085";"1.98606254796883";"0.600925212577332";"20.7846096908265";"11.9303534454489";"10.1184682244639";"0.735868178605778";"2.12132034355964";"1.4142135623731";"0.707106781186548";NA;NA;NA;"35.5105618091294";"21.3853532431273";"14.1539158303748";"8.00277729569207";"8.14140894947181";"1.52960208540736";"0";"0";1
"86";"Troy_McClure";"0.0111111111111111";"180";"84";"358";"0.0468056787932564";"19";"1";"0.463531100777129";"0.105263157894737";"1.89473684210526";"5.22346368715084";"3.05586592178771";"21.186755751443";"3.2407529129195";"0.315301767642306";"1.32894013083548";"-0.305186299878558";"28";"43";"54";"54";"3.6547619047619";"4.94594594594595";"0.210526315789474";"1.68421052631579";"1.52380952380952";"2.13095238095238";"3.04054054054054";"1.90540540540541";"3.25";"1.35714285714286";"1.89285714285714";"4.34883720930233";"1.74418604651163";"2.6046511627907";"2.96296296296296";"1.11111111111111";"1.85185185185185";"5.11111111111111";"3.42592592592593";"1.68518518518519";"169";"184";"5";"4.01351346130463";"19.485078162808";"0.418853908291695";"1.33552451531005";"2.80479877282717";"1.98658004793709";"19.6304482458743";"1.63998762874484";"2.71654737297726";"1.68246480815732";"1.61793846227997";"4.83481284874524";"2.87097978344389";"2.75283001467599";"2.84149152278765";"2.79262280631753";"0.89879179714723";"22.7767397626139";"22.9639601573339";"1.41186447147526";"0";"0";1
"87";"U.S._Route_131";"0.0875790875790876";"78";"17";"526";"0.197402153478038";"11";"2";"1.82543430595379";"6.0095165305254";"5.72727272727273";"41.3896103896104";"11.7272727272727";"234.852358352395";"33.5487219788099";"15.5321312902034";"6.14964891828646";"-0.197689811578431";"5";"7";"21";"44";"9.47058823529412";"13.695652173913";"1.45454545454545";"4.27272727272727";"6.05882352941176";"3.41176470588235";"5.15217391304348";"8.54347826086956";"4.8";"2.8";"2";"9.57142857142857";"7";"2.57142857142857";"21.8095238095238";"7.52380952380952";"14.2857142857143";"8.04545454545454";"3.54545454545455";"4.5";"149";"368";"9";"8.10183348893033";"42.9510675408487";"2.2962419891482";"4.24478289411624";"5.99448275745387";"3.55420215254795";"12.587414157367";"31.0931979140413";"3.3466401061363";"1.78885438199983";"2.23606797749979";"7.84978010004405";"7.43863786814047";"1.90237946242268";"62.0971972375719";"16.7917213162292";"45.652100561905";"10.7831792901044";"6.35922529088343";"4.95327000282947";"0";"0";1
"88";"Victoria_Cross_(Canada)";"0.121052631578947";"20";"5";"46";"0.248275862068966";"5";"0";"0.509695290858726";"0";"7.2";"0.210526315789474";"3.63157894736842";"0.515476841641801";"4.19272552982199";"0";"8.98331787259028";"-0.202320751776832";"4";"0";"4";"12";"6.4";"2.22222222222222";"4.6";"2.6";"3.8";"2.6";"0.333333333333333";"1.88888888888889";"3.25";"0.75";"2.5";"NaN";"NaN";"NaN";"7";"4.5";"2.5";"4.25";"2.08333333333333";"2.16666666666667";"23";"22";"1";"7.70064932327138";"1.20185042515466";"10.285912696499";"2.19089023002066";"6.30079360080935";"1.51657508881031";"0.707106781186548";"0.600925212577332";"1.5";"0.957427107756338";"0.577350269189626";NA;NA;NA;"8.67947771086102";"7";"1.73205080756888";"6.09209622081237";"6.6120871870913";"1.46680440124618";"0";"0";1
"89";"Villa_Park";"0.0122890373669884";"450";"175";"2483";"0.058344684177863";"38";"17";"0.66513558960521";"70.2528285289007";"4.89473684210526";"197.240534521158";"9.83296213808463";"1967.53391067502";"32.8123204811537";"242.835815359917";"5.49097280646232";"-0.222438052572931";"93";"80";"81";"196";"14.0228571428571";"9.72602739726027";"1.94736842105263";"2.94736842105263";"8.04571428571429";"5.97714285714286";"4.46118721461187";"5.2648401826484";"9.83870967741935";"5.27956989247312";"4.55913978494624";"19.425";"9.8";"9.625";"9";"3.28395061728395";"5.71604938271605";"9.02040816326531";"4.80612244897959";"4.21428571428571";"551";"1471";"461";"49.0637579901057";"39.5049388181626";"2.75040408255845";"3.6163844003186";"24.9767287420417";"25.4826860954726";"37.4037247379473";"13.2738688022343";"19.2812650239985";"12.1103311908522";"9.56608861687471";"70.4963909660665";"34.3527494155135";"38.8220135255401";"17.2264331769522";"6.72724789178538";"15.2046329846376";"40.3257198811765";"39.4647933105108";"9.01366483990579";"0";"0";1
"90";"Waiting_(2015_film)";"0.0547905909351692";"84";"23";"382";"0.12118713932399";"8";"4";"1.34678472927856";"3.37755102040817";"3.5";"28.0963855421687";"7.6144578313253";"169.828050101343";"25.7136346698435";"9.55315692133663";"2.1380899352994";"-0.00103379405697359";"19";"8";"10";"47";"16.5217391304348";"7.08333333333333";"0.25";"3.25";"7.65217391304348";"8.8695652173913";"4.14583333333333";"2.9375";"15.6315789473684";"6.21052631578947";"9.42105263157895";"11.875";"7.75";"4.125";"4";"1.5";"2.5";"7.06382978723404";"3.97872340425532";"3.08510638297872";"132";"230";"20";"48.0803017359476";"18.8598789885034";"0.707106781186548";"1.90862703084106";"22.2988150839949";"26.8214709579439";"19.0106236630137";"2.64499728512108";"51.9959512593858";"22.4958735657316";"29.5809920002575";"19.7804918326835";"16.7737039099044";"3.35676289643119";"4.18993502999218";"2.50554939639548";"1.77951304200522";"19.0061823526602";"19.2201087651337";"2.66890131469245";"0";"0";1
"91";"War_of_the_League_of_Cambrai";"0.0409050044950554";"142";"43";"819";"0.0799569511268676";"24";"2";"1.34802072330366";"3.11984615469601";"4.41666666666667";"37.7234042553192";"10.3191489361702";"375.71927647181";"33.563440813935";"11.1160625359008";"5.19126914755138";"-0.00784729731534675";"19";"18";"30";"75";"20.8139534883721";"8.55555555555556";"1.29166666666667";"3.125";"11.1395348837209";"9.67441860465116";"4.09722222222222";"4.45833333333333";"29.8947368421053";"16.6842105263158";"13.2105263157895";"10.9444444444444";"4.38888888888889";"6.55555555555556";"11.1";"4.3";"6.8";"7.2";"3.92";"3.28";"183";"449";"187";"58.4914547336184";"22.9303224358262";"2.03190137270631";"4.18394966301086";"35.0941464358977";"25.0577627267124";"21.4641264571759";"9.59891058959517";"87.422915084498";"51.632303230072";"36.404485296562";"13.1796287648433";"9.70226710249231";"10.5786812378494";"12.1976538162341";"7.26422504588352";"11.5531754106378";"21.640802303157";"21.0429162504707";"6.48399276388879";"0";"0";1
"92";"Water_pipit";"0.0253535353535354";"100";"13";"251";"0.0638778971170153";"12";"6";"0.51004999489848";"0.175287356321839";"2.25";"19.7979797979798";"4.01010101010101";"104.830695879551";"7.80305401945348";"0.385517278765072";"0.452267016866645";"-0.387643325186121";"3";"7";"23";"67";"3.76923076923077";"5.80882352941176";"0.833333333333333";"1.41666666666667";"1.76923076923077";"2";"2.98529411764706";"2.82352941176471";"4.33333333333333";"2";"2.33333333333333";"4.28571428571429";"1.71428571428571";"2.57142857142857";"4.60869565217391";"1.39130434782609";"3.21739130434783";"5.26865671641791";"3";"2.26865671641791";"105";"140";"6";"3.32048807039583";"15.3119379365049";"0.389249472080761";"0.668557923421521";"1.48064435037847";"1.91485421551268";"12.9735582376247";"6.42277007349885";"4.04145188432738";"1.73205080756888";"2.3094010767585";"1.60356745147455";"0.951189731211342";"1.51185789203691";"6.35137158010902";"2.08324769257441";"5.72837055793459";"15.1333287507191";"13.0627854470769";"5.62888139367026";"0";"0";1
"93";"Witold_Pilecki";"0.028277705061082";"192";"61";"1037";"0.153828979682965";"35";"5";"0.684712590115403";"33.7311167192781";"4.25714285714286";"119.79057591623";"9.43979057591623";"608.740566903318";"19.018696838364";"110.365222273563";"4.75482947763056";"-0.23290104155139";"31";"25";"29";"107";"19.2622950819672";"8.03333333333333";"1.2";"3.05714285714286";"8.78688524590164";"10.4754098360656";"5.02222222222222";"3.01111111111111";"22.6129032258065";"8.51612903225806";"14.0967741935484";"14.04";"7.76";"6.28";"16.3448275862069";"12.8275862068966";"3.51724137931034";"5.1214953271028";"1.93457943925234";"3.18691588785047";"271";"586";"180";"27.336118743855";"30.7609302762559";"2.06938467694541";"3.04807419570473";"13.6150832462853";"18.0357113872977";"29.8727555323597";"4.13397663231233";"35.5074428060323";"16.5405984731346";"23.1867129174012";"16.1773504217059";"10.5998427661294";"9.45392334783114";"49.5164300741748";"49.9607481397127";"4.71790426880995";"11.9335505165722";"8.7072633181311";"4.15531221977384";"0";"0";1
