"";"page";"density";"ncontributors";"nanon";"nedits";"transitivity";"nadmins";"nbots";"centralization";"mean_betweenness_admin";"mean_degree_centrality_admins";"mean_betweenness";"mean_degree_centrality";"sd_betweenness";"sd_degree_centrality";"sd_betweenness_admin";"sd_degree_centrality_admins";"degree_assortativity";"nquar1";"nquar2";"nquar3";"nquar4";"mean_degree_anon";"mean_degree_inscrit";"mean_indegree_admin";"mean_outdegree_admin";"mean_indegree_anon";"mean_outdegree_anon";"mean_indegree_inscrit";"mean_outdegree_inscrit";"mean_degree_quar1";"mean_indegree_quar1";"mean_outdegree_quar1";"mean_degree_quar2";"mean_indegree_quar2";"mean_outdegree_quar2";"mean_degree_quar3";"mean_indegree_quar3";"mean_outdegree_quar3";"mean_degree_quar4";"mean_indegree_quar4";"mean_outdegree_quar4";"nadded";"ndeleted";"nrestored";"sd_degree_anon";"sd_degree_inscrit";"sd_indegree_admin";"sd_outdegree_admin";"sd_indegree_anon";"sd_outdegree_anon";"sd_indegree_inscrit";"sd_outdegree_inscrit";"sd_degree_quar1";"sd_indegree_quar1";"sd_outdegree_quar1";"sd_degree_quar2";"sd_indegree_quar2";"sd_outdegree_quar2";"sd_degree_quar3";"sd_indegree_quar3";"sd_outdegree_quar3";"sd_degree_quar4";"sd_indegree_quar4";"sd_outdegree_quar4";"iscontroversial";"isfeatured";"istalk_page"
"1";"2003_Insight_Bowl";"0.128458498023715";"23";"1";"65";"0.17741935483871";"3";"2";"0.887396694214876";"0";"3.66666666666667";"2.81818181818182";"4.45454545454545";"11.5578724506033";"8.75446701065762";"0";"1.15470053837925";"-0.198628508608535";"2";"0";"1";"20";"43";"4.3125";"0.666666666666667";"3";"23";"20";"2.5";"1.8125";"17.5";"16";"1.5";"NaN";"NaN";"NaN";"43";"23";"20";"2.6";"0.5";"2.1";"32";"33";"0";NA;"7.57820339306532";"0.577350269189626";"1.73205080756888";NA;NA;"7.95822425754221";"0.910585891976516";"20.5060966544099";"22.6274169979695";"2.12132034355964";NA;NA;NA;NA;NA;NA;"1.66701750693298";"1.10023920844036";"1.02083557106808";"0";"0";1
"2";"Aiphanes";"0.043859649122807";"76";"6";"250";"0.127770083102493";"16";"8";"0.7392";"0.11875";"2.375";"7.98666666666667";"5.33333333333333";"48.1865436447896";"13.7037510482639";"0.271339271024303";"1.96214168703486";"-0.0852776111817316";"5";"3";"5";"63";"7.66666666666667";"5.08888888888889";"0.5625";"1.8125";"5.16666666666667";"2.5";"2.84444444444444";"2.24444444444444";"6.2";"4.2";"2";"4";"2.33333333333333";"1.66666666666667";"3";"1";"2";"7.01587301587302";"3.44444444444444";"3.57142857142857";"100";"146";"4";"5.04645089807348";"14.6377814734558";"0.629152869605896";"1.9737865470545";"4.62240918425302";"1.04880884817015";"14.8445820473874";"1.56895384304834";"5.80517010948";"5.44977063737548";"0.707106781186548";"4.35889894354067";"3.21455025366432";"1.15470053837925";"3.39116499156263";"2.23606797749979";"1.22474487139159";"19.0182357849174";"14.04919671424";"8.39876005770569";"0";"0";1
"3";"Annunciation_(Memling)";"0.364285714285714";"21";"3";"153";"0.302670623145401";"3";"4";"2.5575";"2.66666666666667";"2.66666666666667";"4.55";"12.25";"13.9535780719059";"27.8697629019431";"4.61880215351701";"2.08166599946613";"-0.0545877176787649";"1";"1";"2";"17";"61";"3.6";"0.333333333333333";"2.33333333333333";"25";"36";"1.1";"2.5";"3";"0";"3";"2";"1";"1";"90.5";"37";"53.5";"7.05882352941176";"4.58823529411765";"2.47058823529412";"61";"92";"0";"55.4346462061408";"4.27395211328656";"0.577350269189626";"1.52752523165195";"23.0651251893416";"32.4191301548947";"1.96920739836559";"2.36877840059198";NA;NA;NA;NA;NA;NA;"30.4055915910215";"14.142135623731";"16.2634559672906";"14.393881461559";"14.6375323378354";"2.182820625327";"0";"0";1
"4";"Attalus_I";"0.073682847417493";"233";"72";"3983";"0.111930131004367";"48";"4";"1.12294701248514";"59.7878798392893";"15.2708333333333";"71.2327586206897";"33.2758620689655";"500.508499337583";"63.0009394840823";"160.230147117897";"21.919329450193";"-0.0925787363718802";"41";"33";"47";"112";"77.5833333333333";"15.0925925925926";"3.72916666666667";"11.5416666666667";"44.8611111111111";"32.7222222222222";"5.21296296296296";"9.87962962962963";"46.6341463414634";"17.4878048780488";"29.1463414634146";"57.0909090909091";"25.5757575757576";"31.5151515151515";"60.1276595744681";"43.5106382978723";"16.6170212765957";"12";"3.36607142857143";"8.63392857142857";"246";"2063";"1674";"96.3803717379116";"27.8337981319347";"8.517165604183";"20.9872892974947";"53.9638130068753";"89.3997545798412";"24.1923950844857";"16.3459775797936";"95.4431129253339";"45.347062722529";"89.1323625221529";"87.2852234188166";"38.2802415606197";"87.2496852473267";"67.238904700128";"59.3555507606951";"24.7803859950719";"17.8471992907157";"7.20484763699618";"17.0373175656466";"0";"0";1
"5";"Audioslave";"0.0172050689292069";"407";"235";"2843";"0.067000945144779";"36";"3";"0.498798806086049";"94.6798549423914";"10";"255.773399014778";"12.9753694581281";"1216.92088588677";"25.7558217652133";"305.503388437389";"26.6415357772676";"-0.42493555647376";"99";"109";"100";"98";"14.9021276595745";"11.4427480916031";"2.88888888888889";"7.11111111111111";"8.29787234042553";"6.60425531914894";"5.90839694656489";"5.53435114503817";"18.4848484848485";"8.62626262626263";"9.85858585858586";"10.0091743119266";"6.60550458715596";"3.40366972477064";"17.98";"9.79";"8.19";"9.81632653061224";"2.91836734693878";"6.89795918367347";"418";"1521";"904";"24.0528930093739";"42.1605284424157";"2.98355279852516";"26.996060853156";"10.303337135971";"21.5521823259608";"36.4012785873665";"22.3759134613449";"31.428364816322";"10.0990864999962";"30.5841128896214";"12.758073270333";"9.24263305099021";"8.01748005350975";"49.606121323152";"42.1386108604985";"27.1738492085328";"26.3213084227999";"3.16121296499568";"26.5677464311768";"0";"0";1
"6";"Baden-Powell_House";"0.0466036772216547";"89";"9";"365";"0.128695652173913";"21";"10";"0.958483987603306";"6.70675968420329";"3.9047619047619";"30.2727272727273";"6.77272727272727";"165.62292989953";"19.3246476363631";"22.8517677267026";"2.7185430271519";"-0.0163459689849589";"5";"3";"11";"70";"29.3333333333333";"3.89583333333333";"1.38095238095238";"2.52380952380952";"14";"15.3333333333333";"1.08333333333333";"2.8125";"2.4";"0.8";"1.6";"62";"29.3333333333333";"32.6666666666667";"5.72727272727273";"2.36363636363636";"3.36363636363636";"6.7";"3.52857142857143";"3.17142857142857";"134";"227";"4";"55.9866055409685";"3.35958193532199";"1.82964997953681";"1.53684897172909";"27.4499544626216";"28.644371174805";"1.19988179086806";"2.8632391269107";"0.547722557505166";"0.447213595499958";"0.547722557505166";"97.8927985093898";"48.2113402980391";"49.6923870762246";"4.12530990571397";"3.07482445914323";"1.96329963442809";"17.0594442371714";"16.2424755632373";"4.03237416516219";"0";"0";1
"7";"BAE_Systems";"0.0207555515571349";"517";"214";"5537";"0.0695596704426948";"52";"9";"1.38987853794844";"61.8729767302657";"17.3269230769231";"382.015503875969";"19.8817829457364";"4557.23249586176";"75.0739413991518";"269.583745009418";"30.1725242848433";"-0.0199450401630727";"79";"105";"127";"206";"24.588785046729";"19.9545454545455";"4.55769230769231";"12.7692307692308";"15.8738317757009";"8.71495327102804";"7.63223140495868";"12.3223140495868";"18.506329113924";"15.4683544303797";"3.0379746835443";"17.3809523809524";"10.4285714285714";"6.95238095238095";"26.2362204724409";"11.8346456692913";"14.4015748031496";"21.626213592233";"8.33495145631068";"13.2912621359223";"815";"3109";"1613";"105.537697981482";"67.8470485113483";"9.62312056830301";"29.5519584863182";"51.1348944858093";"58.0079164157722";"52.9162913910757";"43.8093218212789";"38.4090245197266";"36.2342221872334";"3.78743888154016";"42.4425813378818";"22.0383656481047";"23.4690389139774";"130.215417167636";"57.6155517722797";"75.220866304896";"72.8970613495363";"57.290270248268";"46.6195041498698";"0";"0";1
"8";"Barton_Fink";"0.007828830412784";"453";"197";"1603";"0.0434377646062659";"32";"18";"0.512106958258282";"122.029906905944";"6";"198.179203539823";"6.05530973451327";"1653.13720096675";"17.5627867807116";"292.036126549301";"7.53914515561409";"-0.248097146711927";"73";"89";"105";"186";"7.6497461928934";"6.81463414634146";"2.5625";"3.4375";"3.66497461928934";"3.98477157360406";"3.6390243902439";"3.17560975609756";"5.34246575342466";"2.9041095890411";"2.43835616438356";"8.03370786516854";"3.7752808988764";"4.25842696629214";"11.0571428571429";"6.8";"4.25714285714286";"5.05376344086022";"1.83333333333333";"3.22043010752688";"469";"995";"139";"25.5820840217219";"32.966631681138";"4.4499909387367";"4.5786143840052";"13.2945224881576";"13.8130658189992";"32.8074662566431";"4.15842992664375";"8.17043990737714";"5.89294395292097";"3.48403621843762";"32.8918508276478";"18.5016908373439";"14.6159378216568";"48.2307810610428";"45.8302469823319";"13.4793492848452";"6.69548551641283";"3.8735648315866";"4.16547091240782";"0";"0";1
"9";"Battle_of_Ceresole";"0.118219461697723";"70";"25";"571";"0.183718778908418";"18";"0";"1.35034656584751";"2.45661207021051";"6.61111111111111";"11.1739130434783";"15.304347826087";"81.4298324662634";"26.2730595342264";"6.86476554579929";"7.86009196839541";"0.0353636294568333";"7";"19";"11";"33";"25.6";"13.4615384615385";"0.944444444444444";"5.66666666666667";"17.6";"8";"4.38461538461539";"9.07692307692308";"26.4285714285714";"14.1428571428571";"12.2857142857143";"25.8421052631579";"15.7368421052632";"10.1052631578947";"10";"3.54545454545455";"6.45454545454545";"10.7878787878788";"4.06060606060606";"6.72727272727273";"85";"301";"185";"40.2668184323851";"17.390182906987";"1.89340099299156";"7.01259371332999";"28.8934825407623";"14.9527032115713";"16.7381645901262";"9.24304312192939";"21.9913402870095";"22.4679666149281";"12.9706628681072";"44.6756995317921";"31.3383721219125";"16.6796440704168";"9.2951600308978";"7.13251198896485";"8.11620152982461";"16.0910642433883";"15.1635652839697";"8.14429527058944";"0";"0";1
"10";"Battle_of_Hochkirch";"0.0410014513788099";"53";"6";"113";"0.109875735775016";"10";"2";"0.536427514792899";"6.03333333333333";"3.1";"4.76923076923077";"3.21153846153846";"14.8747184241728";"3.17673243432242";"18.9040462061158";"4.25440947723653";"-0.382100025477004";"3";"3";"9";"37";"3.33333333333333";"3.18181818181818";"1.1";"2";"1.83333333333333";"1.5";"0.96969696969697";"2.21212121212121";"1.66666666666667";"0";"1.66666666666667";"2.33333333333333";"1";"1.33333333333333";"4.55555555555556";"2.11111111111111";"2.44444444444444";"3.08108108108108";"0.864864864864865";"2.21621621621622";"59";"53";"1";"2.33809038890002";"3.08681212432974";"2.46981780704569";"1.82574185835055";"1.94079021706795";"0.547722557505166";"1.35749881410741";"2.01180229765464";"1.15470053837925";"0";"1.15470053837925";"1.15470053837925";"1";"0.577350269189626";"3.00462606288666";"1.96497102042527";"1.81046341520004";"3.3778558154412";"1.6014257911513";"2.08346846408599";"0";"0";1
"11";"Battle_of_the_Nile";"0.0115042536736272";"432";"137";"2142";"0.0585871254946297";"43";"14";"0.608233159812878";"93.0678514829305";"18.046511627907";"463.048723897912";"8.7030162412993";"3180.6743356583";"26.5016886727816";"239.653913961956";"80.5900719066715";"-0.190157333982451";"73";"46";"90";"223";"13.956204379562";"6.33755274261603";"14.4418604651163";"3.6046511627907";"7.27007299270073";"6.68613138686131";"2.13080168776371";"4.20675105485232";"15.3835616438356";"7.57534246575342";"7.80821917808219";"9.5";"4.73913043478261";"4.76086956521739";"9.28888888888889";"4.32222222222222";"4.96666666666667";"8.46636771300448";"4.40358744394619";"4.0627802690583";"533";"1287";"322";"44.7231464964861";"9.72917066260861";"81.0274210862275";"3.84917761707566";"24.0310778104089";"22.8739357916441";"5.04091108075365";"7.69681565189716";"58.6019126861218";"31.351908416226";"28.8904336023029";"15.7927550196636";"10.203343205067";"8.63374460438342";"16.3296411022056";"8.86582604221043";"12.3547288858435";"36.2266077216365";"35.7654821972528";"6.4105491171219";"0";"0";1
"12";"Ben_Crosby";"0.1";"40";"0";"156";"0.258278145695364";"11";"9";"0.817882971729126";"37.0311004784689";"13.3636363636364";"11.8205128205128";"6.69230769230769";"44.0840976578959";"11.9541973385124";"79.4308865936571";"21.0441095191634";"-0.13356950168602";"1";"0";"0";"39";"NaN";"4.15789473684211";"5.09090909090909";"8.27272727272727";"NaN";"NaN";"1.73684210526316";"2.42105263157895";"4";"1";"3";"NaN";"NaN";"NaN";"NaN";"NaN";"NaN";"7.8974358974359";"3.97435897435897";"3.92307692307692";"51";"105";"0";NA;"3.50020884924087";"9.20276638250201";"11.9924218495757";NA;NA;"2.49091918025718";"1.67715994975912";NA;NA;NA;NA;NA;NA;NA;NA;NA;"13.8882662928381";"9.42417713701581";"6.86863433673841";"0";"0";1
"13";"California_condor";"0.0142689669375663";"795";"384";"9007";"0.0865667204135076";"70";"23";"0.635144566617389";"71.2913792463209";"6.64285714285714";"525.110831234257";"21.6662468513854";"4864.8528120626";"62.6011469605495";"260.512136712847";"14.6248108763054";"-0.181720921936408";"183";"159";"175";"278";"34.375";"13.4353312302839";"1.42857142857143";"5.21428571428571";"17.9973958333333";"16.3776041666667";"6.23343848580442";"7.20189274447949";"32.7486338797814";"15.8032786885246";"16.9453551912568";"25.7044025157233";"11.3584905660377";"14.3459119496855";"32.04";"21.8342857142857";"10.2057142857143";"8.3705035971223";"1.75539568345324";"6.61510791366906";"811";"4842";"3354";"82.3461775092909";"56.5832512089409";"2.64065993382873";"14.5002677208097";"51.4151941201441";"56.7374109843854";"52.6450595597611";"19.8089832952373";"86.1225946141227";"48.5685715564838";"72.4578488135056";"44.4048625258341";"33.7525025830468";"31.4312565992822";"102.911934229692";"85.0732002010424";"29.7027993461619";"21.9473309586284";"4.84017740913437";"20.1374174908628";"0";"0";1
"14";"Charles_Edward_Magoon";"0.0710322580645161";"125";"53";"1101";"0.200622964745859";"26";"0";"0.72102627471384";"3.0149070685681";"15.1153846153846";"16.0403225806452";"16.741935483871";"105.370392224019";"26.1045026075206";"15.0758355443303";"20.6907262764301";"-0.264314218668252";"24";"21";"22";"58";"24.7735849056604";"10.9777777777778";"1.73076923076923";"13.3846153846154";"16.1698113207547";"8.60377358490566";"4.4";"6.57777777777778";"23.4166666666667";"9.66666666666667";"13.75";"21.1428571428571";"16.2857142857143";"4.85714285714286";"19.2272727272727";"13.4545454545455";"5.77272727272727";"13.3275862068966";"3.98275862068966";"9.3448275862069";"125";"577";"399";"34.711249290193";"19.7708335329054";"4.00557304072905";"20.6999070975247";"25.1210422440084";"23.291084149752";"18.7160601914748";"8.96581611376558";"34.0024508920558";"13.9460658833661";"33.716529296861";"41.1063081707488";"35.567039316118";"7.31632226112078";"17.0068104514516";"15.6562090915037";"6.90708275669202";"21.7670182914302";"16.6496313423286";"15.6368342963612";"0";"0";1
"15";"Common_raven";"0.00791386858421981";"711";"314";"3995";"0.0516046517476387";"54";"23";"0.644400912517358";"89.329803922228";"5.25925925925926";"436.978873239437";"9.95070422535211";"3825.1757366291";"32.0503675069615";"283.699140869733";"7.73178976860184";"-0.18127027909937";"145";"142";"167";"257";"13.343949044586";"10.7460815047022";"1.94444444444444";"3.31481481481481";"7.06687898089172";"6.27707006369427";"5.13166144200627";"5.61442006269592";"19.5724137931034";"10.0137931034483";"9.55862068965517";"8.55633802816901";"4.37323943661972";"4.1830985915493";"14.0898203592814";"8.77844311377246";"5.31137724550898";"6.16342412451362";"1.77431906614786";"4.38910505836576";"925";"2396";"674";"39.0426511067254";"58.254603634906";"4.09517279874395";"4.29490296450262";"22.2530893530601";"20.149988298973";"52.9459339225312";"17.0570236430287";"63.6690384405065";"33.9985674140381";"32.1171630869066";"15.2870986480894";"9.15710719204819";"9.244219752974";"73.7576482738109";"71.9505688078862";"15.3029267976324";"10.0017842523008";"3.57995204764311";"8.59757630594669";"0";"0";1
"16";"Common_starling";"0.0136944216876443";"464";"151";"2942";"0.0580271199255147";"46";"21";"0.67025549403132";"15.0655125195795";"6.60869565217391";"230.717062634989";"11.3434125269978";"2102.32801582697";"36.8668599470504";"72.0936450352216";"11.3401514018299";"-0.191292102401436";"68";"71";"100";"225";"18.3509933774834";"10.5469387755102";"1.47826086956522";"5.1304347826087";"11.3576158940397";"6.99337748344371";"4.52244897959184";"6.02448979591837";"31.3382352941176";"22.7352941176471";"8.60294117647059";"10.3943661971831";"6.29577464788732";"4.09859154929577";"9.09";"4.48";"4.61";"9.36";"2.22666666666667";"7.13333333333333";"632";"1734";"576";"53.7609770094129";"47.6882254345734";"1.88254119547409";"11.4941699147431";"24.313876523736";"32.1516192829624";"40.9775591590526";"20.7536144453443";"106.497230052146";"82.089070235635";"45.4946740218533";"15.2535512242133";"7.63711681984239";"9.7908921665239";"17.4153624276054";"11.2100964592756";"11.2966384559319";"28.2133010678094";"7.99091001433146";"22.9085916509193";"0";"0";1
"17";"Cyclone_Rewa";"0.0766233766233766";"56";"11";"236";"0.128768523249872";"10";"7";"1.46776859504132";"0.467135340986147";"12.2";"12.0909090909091";"7";"79.1308667722577";"22.3573668362768";"1.22961909006708";"26.6449911907577";"-0.12094555161201";"2";"9";"7";"38";"21.6363636363636";"3.22222222222222";"9.6";"2.6";"10.4545454545455";"11.1818181818182";"0.740740740740741";"2.48148148148148";"6.5";"4";"2.5";"3";"1.22222222222222";"1.77777777777778";"32.1428571428571";"14";"18.1428571428571";"5.44736842105263";"3.13157894736842";"2.31578947368421";"87";"134";"15";"48.6852600430001";"2.43899937448084";"27.2119254902862";"3.74759181934805";"22.4871680580888";"26.3052016978322";"0.859006250205281";"2.2252116644416";"4.94974746830583";"5.65685424949238";"0.707106781186548";"1.5";"1.20185042515466";"0.666666666666667";"59.9956347618407";"28.2842712474619";"31.939675282364";"13.8441076712061";"14.002260536865";"2.13218911941865";"0";"0";1
"18";"Damon_Hill";"0.0257242854365157";"556";"228";"7938";"0.0948313857494867";"57";"6";"0.754912750588426";"48.6893729685271";"8.24561403508772";"339.187387387387";"27.2648648648649";"2833.97849389305";"67.7778552494172";"127.047695216532";"8.89879747444721";"-0.281884088910196";"102";"121";"115";"218";"38.1754385964912";"25.1094339622642";"4.36842105263158";"3.87719298245614";"21.2894736842105";"16.8859649122807";"10.6150943396226";"14.4943396226415";"42.0098039215686";"21.421568627451";"20.5882352941176";"28.1157024793388";"15.6859504132231";"12.4297520661157";"24.6521739130435";"12.4086956521739";"12.2434782608696";"24.5596330275229";"11.1376146788991";"13.4220183486239";"744";"4282";"2912";"53.340853187304";"94.4875698578016";"6.01970448653945";"6.95154190357022";"29.6577314385812";"42.9062616774676";"50.871746773457";"73.6426733562198";"66.3106244340412";"35.5932567521984";"49.7954932433652";"37.669879674758";"20.8594635029488";"34.5496807622205";"48.5335918174859";"19.3435676112985";"45.5622942185997";"99.5643442176769";"55.7824886864472";"75.1438305739523";"0";"0";1
"19";"Death_Valley_National_Park";"0.0412037037037037";"81";"13";"267";"0.0927078701645176";"27";"0";"0.799921875";"3.63227513227513";"3.33333333333333";"29.4875";"5.35";"178.319871009325";"14.9421669924539";"13.1003059346834";"3.45298087499438";"-0.33537590057063";"6";"11";"21";"43";"14.7692307692308";"6.275";"1.03703703703704";"2.2962962962963";"6.53846153846154";"8.23076923076923";"3.85";"2.425";"26.5";"11.3333333333333";"15.1666666666667";"13";"11.2727272727273";"1.72727272727273";"3.66666666666667";"1.0952380952381";"2.57142857142857";"3.6046511627907";"1.2093023255814";"2.3953488372093";"106";"157";"4";"35.7727872508183";"16.6301972790001";"1.45394639308336";"2.43080890010546";"14.4949151119475";"21.3352362933319";"16.6910846769258";"2.26327989816459";"52.4623674646884";"21.2194878983133";"31.3267723627358";"30.9838667696593";"31.4550183884572";"1.61807966991178";"3.67876790968571";"1.48002573980191";"2.37847490151628";"3.83678644604546";"2.03022564468283";"2.34154542865666";"0";"0";1
"20";"Deathrow_(video_game)";"0.0427746856318285";"99";"21";"415";"0.177112112839901";"9";"5";"0.492815493544356";"3.11574074074074";"3.55555555555556";"27";"7.40816326530612";"103.435749438727";"12.1890915696231";"7.53780338946776";"2.55495161945932";"-0.21673465718375";"22";"21";"15";"41";"9.85714285714286";"7.20634920634921";"1.22222222222222";"2.33333333333333";"7.71428571428571";"2.14285714285714";"2.03174603174603";"5.17460317460317";"7.31818181818182";"4.77272727272727";"2.54545454545455";"8.42857142857143";"4.19047619047619";"4.23809523809524";"5.46666666666667";"3";"2.46666666666667";"10";"4.31707317073171";"5.68292682926829";"104";"267";"44";"11.9133778345426";"13.4250112394483";"1.92209376577847";"1.4142135623731";"11.6967638992281";"1.65183880223569";"3.11069048432957";"10.9875878396279";"10.4032337629832";"10.1462252806592";"1.56531672520818";"9.26051525872847";"5.98012581488925";"6.06551532769279";"6.82293052524947";"6.29058253037257";"1.64171803158706";"21.6494803632789";"16.2287384358585";"13.0832698978318";"0";"0";1
"21";"Dilwale_Dulhania_Le_Jayenge";"0.00592274695504345";"994";"583";"5846";"0.0311811088563834";"53";"21";"1.08630808408101";"347.478680285886";"9.9622641509434";"1159.88418932528";"10.5548841893253";"13233.4438310159";"71.9189399967332";"1789.3234171394";"26.0738317565206";"-0.1025218681452";"287";"305";"178";"224";"13.8902229845626";"8.67559523809524";"3.18867924528302";"6.77358490566038";"6.6106346483705";"7.27958833619211";"5.30059523809524";"3.375";"10.2090592334495";"4.94425087108014";"5.26480836236934";"14.5639344262295";"6.68524590163934";"7.87868852459016";"8.94943820224719";"3.78651685393258";"5.16292134831461";"12.1741071428571";"7.65178571428571";"4.52232142857143";"1211";"3577";"1058";"93.2188698051574";"66.2073098701469";"11.465762753945";"15.1792387432435";"39.1019157840304";"55.2403593165789";"66.0755930706992";"4.96637950353518";"28.178220055133";"12.3762557481024";"19.6817222514907";"124.552501655647";"52.403287600468";"72.5621446787486";"26.8732686940772";"9.280283346191";"19.8221292876574";"81.8803187043595";"81.04753737889";"9.32566937999678";"0";"0";1
"22";"Distributed_element_filter";"0.104324956165985";"59";"13";"357";"0.174504950495049";"10";"3";"1.28819857312723";"10.2553062462098";"7.4";"21.8275862068966";"10.6034482758621";"98.7784101382546";"22.3127212988563";"32.0803010400729";"11.8715345820721";"0.0150561889868175";"8";"8";"7";"36";"26";"8.96875";"1.9";"5.5";"14.3846153846154";"11.6153846153846";"4.46875";"4.5";"32.75";"17.375";"15.375";"20.875";"17.25";"3.625";"10.5714285714286";"3.71428571428571";"6.85714285714286";"5.86111111111111";"1.5";"4.36111111111111";"99";"199";"59";"42.4597848950431";"17.7827106591514";"4.9766119666563";"7.76387646590141";"20.9106769440018";"21.7237905744618";"17.394816385831";"7.05736860401263";"54.0839294853049";"26.8324829797233";"27.4639373932955";"32.778204866736";"33.4268925097315";"4.37321392113398";"10.9674844100967";"3.77334006393477";"12.0059509053993";"7.36071727008712";"3.1396087108337";"5.80715213103772";"0";"0";1
"23";"Effects_of_Hurricane_Isabel_in_Maryland_and_Washington,_D.C.";"0.0565944881889764";"128";"37";"920";"0.177782982959536";"25";"8";"0.645297290594581";"9.53298656898657";"12.4";"26.9291338582677";"13.4251968503937";"206.739023819247";"21.752766539994";"38.2066104636243";"29.0315919875802";"-0.397220218598225";"10";"21";"19";"78";"21.4054054054054";"11.9824561403509";"6.64";"5.76";"13.0540540540541";"8.35135135135135";"4.3859649122807";"7.59649122807018";"11.9";"8";"3.9";"20.4761904761905";"12.8095238095238";"7.66666666666667";"29.2105263157895";"13.6842105263158";"15.5263157894737";"9.43589743589744";"3.98717948717949";"5.44871794871795";"135";"474";"311";"17.0121842928653";"26.9513392379079";"26.9411086136657";"13.7273449727178";"12.3151802123909";"16.2467367940906";"18.3398029140806";"15.1561628779503";"10.397114984456";"10.077477638554";"4.33205109234259";"12.5762436666083";"12.2172789426249";"11.2353608457109";"45.2788630444327";"31.6948166662748";"28.4865824576582";"18.4880373703518";"15.8994352507264";"10.3279314078942";"0";"0";1
"24";"Ernest_Emerson";"0.264285714285714";"21";"5";"111";"0.290055248618785";"3";"0";"1.9275";"0";"3";"12.25";"9.2";"38.4870673879995";"18.5942832188028";"0";"1.73205080756888";"-0.318013977274927";"4";"2";"5";"10";"9.8";"13.4166666666667";"0.666666666666667";"2.33333333333333";"6.4";"3.4";"6.33333333333333";"7.08333333333333";"6";"2.75";"3.25";"14.5";"9.5";"5";"5.4";"3.4";"2";"14.2";"6.4";"7.8";"38";"73";"0";"9.98498873309329";"24.5410910824102";"0.577350269189626";"1.15470053837925";"7.50333259292163";"2.60768096208106";"11.9417779499562";"17.0691552399661";"5.35412613473634";"2.87228132326901";"2.5";"16.2634559672906";"12.0208152801713";"4.24264068711928";"4.61519230368573";"4.15932686861708";"1";"26.9641737619877";"13.1925905130283";"18.7189743308761";"0";"0";1
"25";"Ernest_Joyce";"0.0656028368794326";"48";"1";"148";"0.0822510822510823";"11";"3";"1.06292440018108";"4";"2.63636363636364";"10.1702127659574";"4.80851063829787";"53.9923018827037";"14.9530254287455";"9.4339811320566";"1.6292775867069";"-0.334804132177385";"4";"2";"5";"37";"11";"7.75";"0.363636363636364";"2.27272727272727";"6";"5";"4.28125";"3.46875";"20.75";"19";"1.75";"2.5";"1";"1.5";"1.6";"0.2";"1.4";"5.40540540540541";"1.86486486486486";"3.54054054054054";"70";"78";"0";NA;"21.3329973091816";"0.504524979109513";"1.42062726222673";NA;NA;"14.3913826702402";"10.163135073201";"33.170016581244";"34.117444218464";"2.21735578260835";"2.12132034355964";"1.4142135623731";"0.707106781186548";"0.547722557505166";"0.447213595499958";"0.547722557505166";"16.7803778587099";"7.41305965532812";"9.42100075656802";"0";"0";1
"26";"Fallout_4._Far_Harbor";"0.17984693877551";"49";"7";"423";"0.268068331143233";"11";"5";"2.92144097222222";"12.6069826697073";"8.54545454545454";"30.2916666666667";"14.8958333333333";"141.196317675402";"42.5827053013326";"25.4417536927259";"7.86592189592086";"-0.103053117459772";"4";"3";"5";"37";"59.5714285714286";"11.56";"3.54545454545455";"5";"23";"36.5714285714286";"7.68";"3.88";"11";"5.25";"5.75";"24.3333333333333";"9.33333333333333";"15";"88.6";"49.2";"39.4";"7.72972972972973";"3.45945945945946";"4.27027027027027";"131";"289";"3";"104.150303476686";"26.470234856029";"5.61005590638162";"3.74165738677394";"38.940124978399";"65.3372204868893";"26.2022899762597";"4.12633816678501";"14.094916341244";"7.27438428093173";"6.84957419601151";"28.1839197652373";"13.6503968196288";"14.7309198626562";"125.935697877925";"65.1244961592794";"80.3946515633969";"10.1260079022306";"6.85806335877943";"4.05961580454117";"0";"0";1
"27";"Fauna_of_Scotland";"0.0203746373101212";"217";"48";"955";"0.0711229946524064";"29";"18";"0.946952160493827";"48.8934294657002";"6.72413793103448";"46.050925925926";"7.58333333333333";"491.878902539611";"29.5329929810476";"237.516390016";"11.7104853861954";"-0.103848532476761";"26";"21";"37";"133";"5.75";"10.2314049586777";"2.75862068965517";"3.96551724137931";"3.29166666666667";"2.45833333333333";"5.56198347107438";"4.66942148760331";"21.5769230769231";"12.5";"9.07692307692308";"4.85714285714286";"2.80952380952381";"2.04761904761905";"4.86486486486486";"2.18918918918919";"2.67567567567568";"8.02255639097744";"3.68421052631579";"4.33834586466165";"272";"532";"151";"6.08975421367552";"45.1884499126673";"8.78169838931998";"4.20444287646744";"5.00620182749244";"1.8330109323226";"32.8161272755697";"17.3946296452632";"80.7862231209867";"47.0176562580484";"33.874973743958";"3.24477602132588";"2.44170120242112";"1.28359613882991";"4.93942283044263";"3.68056334635699";"2.90644928520135";"25.767452504407";"23.864633532747";"10.1196532594547";"0";"0";1
