"";"page";"nedits_edit";"nedits_talk";"density_edit";"density_talk";"ncontributors_edit";"ncontributors_talk";"nadmins_edit";"nadmins_talk";"nbots_edit";"nbots_talk";"nanon_edit";"nanon_talk";"transitivity_edit";"transitivity_talk";"centralization_edit";"centralization_talk";"mean_betweenness_edit";"mean_betweenness_talk";"mean_betweenness_admins_edit";"mean_betweenness_admins_talk";"mean_degree_centrality_edit";"mean_degree_centrality_talk";"mean_degree_centrality_admins_edit";"mean_degree_centrality_admins_talk";"sd_betweenness_edit";"sd_betweenness_talk";"sd_betweenness_admins_edit";"sd_betweenness_admins_talk";"sd_degree_centrality_edit";"sd_degree_centrality_talk";"sd_degree_centrality_admins_edit";"sd_degree_centrality_admins_talk";"max_discussion_depth";"mean_discussion_depth";"sd_discussion_depth";"iscontroversial";"isfeatured";"nadded";"ndeleted";"nrestored";"ninitialized";"nresponded";"degree_assortativity_edit";"degree_assortativity_talk";"nquar1_edit";"nquar2_edit";"nquar3_edit";"nquar4_edit";"nquar1_talk";"nquar2_talk";"nquar3_talk";"nquar4_talk"
"17";"Cyclone_Rewa";"236";"169";"0.0766233766233766";"0.134126984126984";"56";"36";"10";"3";"7";"1";"11";"1";"0.128768523249872";"0.0176817288801572";"1.46776859504132";"4.12326530612245";"12.0909090909091";"35";"0.467135340986147";"0";"7";"28.4545454545455";"12.2";"1";"79.1308667722577";"81.5928918472682";"1.22961909006708";"0";"22.3573668362768";"86.754093432372";"26.6449911907577";"0";"63";"13.9704142011834";"18.0087366481036";"0";"0";"87";"134";"15";"25";"144";"-0.12094555161201";"0.160627943598386";"2";"9";"7";"38";"4";"1";"0";"6"
"18";"Damon_Hill";"7938";"197";"0.0257242854365157";"0.0216008771929825";"556";"96";"57";"4";"6";"0";"228";"13";"0.0948313857494867";"0.0235955056179775";"0.754912750588426";"0.903601108033241";"339.187387387387";"106.142857142857";"48.6893729685271";"0";"27.2648648648649";"7.08163265306122";"8.24561403508772";"1";"2833.97849389305";"126.528561407501";"127.047695216532";"0";"67.7778552494172";"24.9615009687367";"8.89879747444721";"0";"23";"3.92893401015228";"4.88594667165701";"0";"0";"744";"4282";"2912";"47";"150";"-0.281884088910196";"0.353217326634666";"102";"121";"115";"218";"9";"4";"10";"26"
"19";"Death_Valley_National_Park";"267";"159";"0.0412037037037037";"0.0203013278855975";"81";"89";"27";"10";"0";"0";"13";"8";"0.0927078701645176";"0.0134649910233393";"0.799921875";"0.83567923553719";"29.4875";"62.8695652173913";"3.63227513227513";"0";"5.35";"5.97826086956522";"3.33333333333333";"1";"178.319871009325";"173.360973270053";"13.1003059346834";"0";"14.9421669924539";"21.6912569488106";"3.45298087499438";"0";"16";"3.37735849056604";"3.88388303230746";"0";"0";"106";"157";"4";"43";"116";"-0.33537590057063";"0.24127203671093";"6";"11";"21";"43";"9";"5";"13";"19"
"20";"Deathrow_(video_game)";"415";"183";"0.0427746856318285";"0.017083644510829";"99";"104";"9";"2";"5";"2";"21";"14";"0.177112112839901";"0.00642398286937901";"0.492815493544356";"0.76208879253464";"27";"16.3478260869565";"3.11574074074074";"0";"7.40816326530612";"6.69565217391304";"3.55555555555556";"1";"103.435749438727";"40.3144404187903";"7.53780338946776";"0";"12.1890915696231";"23.9822800928958";"2.55495161945932";"0";"24";"4.47540983606557";"6.17137994803266";"0";"0";"104";"267";"44";"58";"125";"-0.21673465718375";"0.706609117725652";"22";"21";"15";"41";"16";"8";"8";"14"
"21";"Dilwale_Dulhania_Le_Jayenge";"5846";"696";"0.00592274695504345";"0.00760605861910694";"994";"303";"53";"8";"21";"5";"583";"91";"0.0311811088563834";"0.0166260252715584";"1.08630808408101";"0.897674444103329";"1159.88418932528";"411.628571428571";"347.478680285886";"23.375";"10.5548841893253";"6.18571428571429";"9.9622641509434";"1.375";"13233.4438310159";"1259.28443571655";"1789.3234171394";"66.1144840409422";"71.9189399967332";"38.5284184647081";"26.0738317565206";"0.744023809142845";"62";"10.2729885057471";"12.4499650217016";"0";"0";"1211";"3577";"1058";"93";"603";"-0.1025218681452";"0.55862171409021";"287";"305";"178";"224";"67";"56";"37";"50"
"22";"Distributed_element_filter";"357";"178";"0.104324956165985";"0.114102564102564";"59";"40";"10";"3";"3";"1";"13";"3";"0.174504950495049";"0.0123456790123457";"1.28819857312723";"3.0913872452334";"21.8275862068966";"38.1";"10.2553062462098";"0";"10.6034482758621";"16.8";"7.4";"1";"98.7784101382546";"109.186778648236";"32.0803010400729";"0";"22.3127212988563";"53.9918122447625";"11.8715345820721";"0";"29";"8.15730337078652";"7.46653381097173";"0";"0";"99";"199";"59";"20";"158";"0.0150561889868175";"0.239690099303178";"8";"8";"7";"36";"4";"3";"2";"11"
"23";"Effects_of_Hurricane_Isabel_in_Maryland_and_Washington,_D.C.";"920";"64";"0.0565944881889764";"0.266666666666667";"128";"16";"25";"2";"8";"0";"37";"0";"0.177782982959536";"0";"0.645297290594581";"3.69777777777778";"26.9291338582677";"13.3333333333333";"9.53298656898657";"0";"13.4251968503937";"38.3333333333333";"12.4";"1";"206.739023819247";"13.0128141972954";"38.2066104636243";"0";"21.752766539994";"63.7991640488599";"29.0315919875802";"0";"9";"3.3125";"2.70728001495322";"0";"0";"135";"474";"311";"13";"51";"-0.397220218598225";"0.122191961994384";"10";"21";"19";"78";"0";"0";"0";"3"
"24";"Ernest_Emerson";"111";"731";"0.264285714285714";"0.035499222999223";"21";"144";"3";"5";"0";"4";"5";"17";"0.290055248618785";"0.0103366021733369";"1.9275";"3.89011687613086";"12.25";"210.451612903226";"0";"0";"9.2";"22.258064516129";"3";"1";"38.4870673879995";"760.873597772875";"0";"0";"18.5942832188028";"141.216835419962";"1.73205080756888";"0";"46";"10.3871409028728";"10.5384773876487";"0";"0";"38";"73";"0";"83";"648";"-0.318013977274927";"0.436233868537362";"4";"2";"5";"10";"16";"12";"8";"25"
"25";"Ernest_Joyce";"148";"231";"0.0656028368794326";"0.0347786811201445";"48";"82";"11";"7";"3";"2";"1";"1";"0.0822510822510823";"0.00354609929078014";"1.06292440018108";"1.88324950464868";"10.1702127659574";"300.1875";"4";"0";"4.80851063829787";"12.875";"2.63636363636364";"1";"53.9923018827037";"317.183211277219";"9.4339811320566";"0";"14.9530254287455";"53.8383182884554";"1.6292775867069";"0";"26";"5.07359307359307";"5.93066786976956";"0";"0";"70";"78";"0";"50";"181";"-0.334804132177385";"0.476885499011491";"4";"2";"5";"37";"5";"0";"2";"25"
"26";"Fallout_4._Far_Harbor";"423";"145";"0.17984693877551";"0.137310606060606";"49";"33";"11";"3";"5";"1";"7";"0";"0.268068331143233";"0.093167701863354";"2.92144097222222";"2.8876953125";"30.2916666666667";"36";"12.6069826697073";"0";"14.8958333333333";"16.1176470588235";"8.54545454545454";"1";"141.196317675402";"89.3183432443151";"25.4417536927259";"0";"42.5827053013326";"44.4548680587137";"7.86592189592086";"0";"37";"9.88965517241379";"9.27520383227604";"0";"0";"131";"289";"3";"16";"129";"-0.103053117459772";"0.246523854085438";"4";"3";"5";"37";"4";"0";"1";"12"
"27";"Fauna_of_Scotland";"955";"369";"0.0203746373101212";"0.0220035778175313";"217";"130";"29";"4";"18";"4";"48";"16";"0.0711229946524064";"0.0200812813770022";"0.946952160493827";"1.30587104140376";"46.050925925926";"213.795454545455";"48.8934294657002";"158.25";"7.58333333333333";"7.90909090909091";"6.72413793103448";"1.5";"491.878902539611";"854.844060141869";"237.516390016";"205.258170767126";"29.5329929810476";"37.2782751943126";"11.7104853861954";"0.577350269189626";"25";"6.63685636856369";"5.61813318865881";"0";"0";"272";"532";"151";"42";"327";"-0.103848532476761";"0.0571685443655733";"26";"21";"37";"133";"30";"7";"12";"39"
"28";"Florence_Nagle";"483";"239";"0.362612612612613";"0.179429429429429";"37";"37";"5";"3";"5";"1";"4";"2";"0.36953642384106";"0.230769230769231";"2.31095679012346";"2.98456790123457";"24.3888888888889";"57.6363636363636";"0";"0";"22.2777777777778";"21.0454545454545";"34.6";"1";"57.0473685368503";"100.321801467251";"0";"0";"43.6326294097244";"47.3421962923516";"72.3415509924967";"0";"60";"14.1087866108787";"14.0636565329264";"0";"0";"164";"314";"5";"15";"224";"-0.143372435337284";"0.64198825402753";"4";"1";"0";"32";"10";"0";"0";"12"
"29";"Florida_Atlantic_University";"2994";"768";"0.0206796518856196";"0.0113174182139699";"381";"261";"24";"6";"3";"1";"217";"67";"0.0679514583189685";"0.0083955223880597";"1.82753808864266";"1.50406065088757";"281.247368421052";"360.057851239669";"0.0464443852941854";"0";"14.0394736842105";"11.5371900826446";"4.25";"1";"3078.34874486936";"1678.77595507888";"0.142478099807408";"0";"75.0879239751576";"72.5568789895571";"3.63856158870269";"0";"28";"5.83723958333333";"6.15283983234562";"0";"0";"652";"1851";"491";"140";"628";"-0.0318790006950883";"0.46742612472452";"123";"96";"55";"107";"28";"44";"21";"28"
"30";"Georges_Bizet";"3558";"186";"0.0243188932784712";"0.00769230769230769";"383";"156";"43";"6";"4";"3";"170";"48";"0.102658660144329";"0.00691244239631336";"0.465115402538308";"0.154588969823101";"85.9502617801047";"480.444444444444";"159.259489469482";"174.583333333333";"17.651832460733";"2.71428571428571";"20";"3.33333333333333";"618.240274230566";"548.382042821324";"606.660214455966";"266.46058182528";"31.6460366721209";"4.5849443056284";"28.4604989415154";"4.27395211328656";"54";"13.6290322580645";"15.0216786095164";"0";"0";"372";"1850";"1336";"30";"156";"-0.237329878772044";"0.314973589028079";"78";"66";"86";"152";"34";"22";"18";"52"
"31";"Globular_cluster";"3564";"241";"0.0428200692041522";"0.0102283337577455";"289";"154";"33";"9";"5";"4";"100";"35";"0.102768033675617";"0.0194678780012979";"0.528452932098765";"0.51599812038105";"75.3298611111111";"504.394736842105";"25.1126739257851";"136.222222222222";"23.6111111111111";"3.87719298245614";"14.7575757575758";"1.44444444444444";"619.526059068681";"938.278268721417";"81.230426654584";"368.193148285576";"38.8525509117481";"14.8444085900115";"30.8940025561499";"1.0137937550497";"45";"8.21576763485477";"10.1642305994657";"0";"0";"328";"1821";"1415";"41";"200";"-0.396925054530529";"0.33206154380551";"49";"48";"74";"118";"29";"17";"25";"42"
"32";"Gobrecht_dollar";"172";"75";"0.0538847117794486";"0.0346901017576318";"57";"47";"11";"6";"5";"1";"7";"3";"0.163872363439697";"0.0222222222222222";"0.599489795918367";"0.608695652173913";"16.125";"6.88461538461539";"16.7564935064935";"0";"5.01785714285714";"4.96153846153846";"4.90909090909091";"1";"58.3090602263001";"13.8861857198496";"41.2698276966067";"0";"10.2273982676278";"11.2338088615777";"7.90511916993723";"0";"15";"3.28";"3.80099560215052";"0";"0";"63";"103";"6";"21";"54";"-0.14391380374329";"0.431007603642382";"7";"4";"11";"35";"9";"2";"4";"11"
"33";"Harvey_Kurtzman's_Jungle_Book";"246";"189";"0.118840579710145";"0.121153846153846";"46";"40";"6";"3";"6";"0";"7";"2";"0.230452674897119";"0.00845070422535211";"1.60493827160494";"3.99145299145299";"14.8444444444444";"44.2631578947368";"0.0103458049886621";"0";"9.42222222222222";"18.7894736842105";"15.1666666666667";"1";"88.7092646080159";"134.594387411983";"0.0173803921347819";"0";"22.3571108160335";"71.2659954344508";"25.9801206053141";"0";"25";"6.96296296296296";"6.05855327367001";"0";"0";"68";"135";"43";"21";"168";"-0.062955791164285";"0.0643199862710588";"4";"6";"5";"31";"8";"0";"2";"9"
"34";"Hawksbill_sea_turtle";"27";"346";"0.148351648351648";"0.00651232825145869";"14";"231";"3";"9";"1";"6";"0";"63";"0.272727272727273";"0.0142857142857143";"0.461538461538462";"0.379914933837429";"0.0769230769230769";"477.144736842105";"0";"0";"3";"4.03289473684211";"7.66666666666667";"1";"0.277350098112615";"764.018858708217";"0";"0";"3";"14.3800900637132";"7.02376916856849";"0";"50";"7.46242774566474";"10.431003336722";"0";"0";"15";"12";"0";"80";"266";"-0.604026553556112";"0.656294770029422";"2";"1";"3";"8";"43";"34";"25";"49"
"35";"Heian_Palace";"739";"121";"0.0339676411104982";"0.0379072681704261";"148";"57";"30";"5";"5";"0";"48";"14";"0.12499203669491";"0.036036036036036";"0.558239622379564";"0.979272959183674";"4.87755102040816";"39.9032258064516";"0.130324792524465";"0";"9.14285714285714";"6.96774193548387";"5.46666666666667";"1";"36.7844798459244";"78.7694335127147";"0.416380222366718";"0";"18.430171808117";"19.8569616188173";"8.33659706203392";"0";"14";"4.24793388429752";"4.09731821182168";"0";"0";"134";"383";"222";"27";"94";"-0.292586055428728";"0.562150671964586";"23";"19";"32";"74";"8";"4";"7";"11"
"36";"Heidi_Game";"438";"154";"0.0190833042872081";"0.0152475247524752";"152";"101";"15";"7";"1";"1";"66";"35";"0.0846922672277749";"0.0260115606936416";"0.547432130169729";"0.0957";"29.3112582781457";"292.214285714286";"20.5408020050125";"276.428571428571";"4.67549668874172";"3.46428571428571";"13.6666666666667";"2";"107.371139607534";"356.813223437649";"65.2925128055317";"405.972025777991";"6.09212570331481";"3.3236879957793";"43.2891716362462";"1.4142135623731";"58";"13.9935064935065";"16.2772132128655";"0";"0";"170";"263";"5";"17";"137";"-0.322328191013373";"0.170157531662191";"21";"33";"39";"59";"18";"16";"18";"32"
"37";"Here_We_Go_Again_(Ray_Charles_song)";"647";"287";"0.075619448340346";"0.12202380952381";"93";"49";"13";"3";"13";"1";"14";"4";"0.199211296272739";"0.0223463687150838";"1.64862948960302";"4.3203125";"20.9021739130435";"63.12";"6.74896136247913";"0";"12.054347826087";"22";"6";"1";"145.050587320274";"154.539337629615";"17.8930488989992";"0";"35.0159662579314";"83.1980568683348";"5.22812904711937";"0";"57";"11.9024390243902";"12.7393542959019";"0";"0";"185";"378";"84";"24";"263";"0.0779299013664898";"0.39909218101648";"11";"4";"6";"72";"8";"1";"2";"14"
"38";"Homework_(Daft_Punk_album)";"539";"194";"0.0293572984749455";"0.0188312948941953";"136";"102";"10";"0";"6";"5";"51";"23";"0.112539274493002";"0.037037037037037";"0.675610425240055";"0.545926869914714";"60.3851851851852";"231.10447761194";"0";"NaN";"6.68888888888889";"5.26865671641791";"2.5";"NaN";"354.691227068955";"386.397988589107";"0";NA;"18.8566733373953";"14.9874514072073";"0.849836585598797";NA;"31";"6.54639175257732";"7.12584236424992";"0";"0";"175";"311";"53";"35";"159";"-0.151395107505599";"0.641165581926648";"20";"27";"31";"58";"20";"12";"10";"25"
"39";"Hudson_Valley_Rail_Trail";"9";"125";"0.3";"0.459558823529412";"6";"17";"0";"0";"0";"0";"2";"1";"0.4";"0.0365853658536585";"0.36";"6.783203125";"0.2";"9.33333333333333";"NaN";"NaN";"2.4";"39.8333333333333";"NaN";"NaN";"0.447213595499958";"17.2935440747889";NA;NA;"2.07364413533277";"87.9168167455275";NA;NA;"37";"11.216";"9.87468578511938";"0";"0";"5";"4";"0";"11";"114";"-0.432828734724323";"0.372999174363494";"2";"1";"0";"2";"3";"0";"0";"3"
"40";"Hydnellum_peckii";"814";"101";"0.0384506376948512";"0.0285310734463277";"146";"60";"16";"6";"12";"2";"55";"10";"0.0920291053414917";"0.033457249070632";"0.818882282996433";"0.651824188451594";"32.4413793103448";"82";"0.146825396825397";"0";"10.1103448275862";"5.3030303030303";"4.4375";"1";"257.52934732721";"164.28177013899";"0.533059264425893";"0";"25.1873858534439";"13.6186564326406";"3.63260696103134";"0";"11";"2.46534653465347";"2.65542597876741";"0";"0";"162";"448";"204";"27";"74";"-0.151444925651852";"0.20395011909927";"36";"20";"15";"75";"9";"6";"1";"17"
"41";"If_Day";"320";"100";"0.0408580183861083";"0.0443262411347518";"89";"48";"17";"6";"9";"0";"19";"7";"0.118795620437956";"0.04";"0.780410640495868";"1.00860117700317";"29.9090909090909";"45.5806451612903";"4.66067800276538";"0.333333333333333";"6.14772727272727";"5.90322580645161";"9.82352941176471";"1.33333333333333";"164.159640695682";"88.0896415376777";"13.8377702451265";"0.816496580927726";"15.5034588448723";"17.2266360397877";"23.3913319792761";"0.816496580927726";"25";"6.77";"6.55490409363613";"0";"0";"99";"176";"45";"17";"83";"-0.132239768610214";"0.50789254386405";"6";"12";"11";"60";"9";"4";"3";"15"
"42";"Indian_Head_gold_pieces";"90";"44";"0.128205128205128";"0.0869565217391304";"27";"23";"3";"1";"3";"1";"3";"0";"0.183962264150943";"0";"1.02514792899408";"1.16838842975207";"7.07692307692308";"12.625";"1.33333333333333";"0";"5.30769230769231";"9.125";"4";"1";"26.0970083755561";"21.5203392166573";"2.3094010767585";NA;"10.9754971851638";"18.0431031540745";"2.64575131106459";NA;"5";"1.31818181818182";"1.30780709893846";"0";"0";"42";"48";"0";"15";"29";"-0.0988969053834795";"0.288897250101439";"1";"2";"2";"22";"0";"1";"0";"7"
"43";"Jake_Gyllenhaal";"133";"525";"0.0283461210571185";"0.00648628613787991";"69";"285";"15";"12";"1";"0";"26";"116";"0.105263157894737";"0.0271084337349398";"0.441284602076125";"0.201968855385836";"2.36764705882353";"718.925581395349";"1.61333333333333";"213.666666666667";"2.98529411764706";"4.55813953488372";"6.53333333333333";"1.33333333333333";"8.14329577154281";"1426.81627768099";"6.19329899011443";"705.024478405903";"3.19277471174602";"11.768606912971";"15.7564801483919";"0.65133894727893";"96";"14.0571428571429";"20.9558007106436";"0";"0";"63";"66";"4";"70";"455";"-0.274601847548111";"0.672222429041735";"11";"11";"19";"27";"58";"58";"53";"46"
"44";"Japanese_battleship_Musashi";"1187";"210";"0.0168392679812739";"0.0112709317303564";"266";"137";"33";"10";"20";"2";"72";"19";"0.0952843632594896";"0.021015761821366";"0.587255250978996";"0.296036980968858";"248.992452830189";"138.81914893617";"25.3825036813756";"29.8";"7.75471698113208";"4.01063829787234";"4.06060606060606";"1.4";"1110.63325867444";"225.069939560776";"82.4943163637737";"53.3704037833704";"18.0803191808375";"9.21370494035813";"4.59578199235039";"0.699205898780101";"25";"5.4";"5.92553472038499";"0";"0";"319";"794";"74";"43";"167";"-0.233542174711411";"0.47897482232016";"22";"35";"58";"151";"20";"9";"16";"49"
"45";"Kill_'Em_All";"7030";"204";"0.00495184803250328";"0.00710059171597633";"1192";"170";"32";"5";"13";"0";"769";"51";"0.0342325978951867";"0.0115384615384615";"0.494203306212773";"0.0464269458352299";"1952.93115029387";"147.050420168067";"4398.42598489846";"5.6";"10.8077246011755";"3";"19.09375";"1.2";"10907.5409334397";"271.08941700578";"14764.6548608017";"12.5219806739988";"32.9678856843881";"3.04207779126958";"60.351315230076";"0.447213595499958";"29";"4.93627450980392";"6.24624875351403";"0";"0";"1188";"4065";"1777";"51";"153";"-0.28429545432673";"-0.0649706917293438";"330";"361";"276";"225";"29";"36";"23";"31"
"46";"Koli_Point_action";"99";"85";"0.0785714285714286";"0.0913978494623656";"36";"31";"7";"2";"4";"2";"4";"0";"0.195519348268839";"0";"0.639183673469388";"1.83444444444444";"3.91428571428571";"52.9411764705882";"0";"26";"4.37142857142857";"9.17647058823529";"1.71428571428571";"1.5";"13.6736215821145";"49.9705795796828";"0";"36.7695526217005";"8.10985498632125";"26.5618036240897";"0.755928946018454";"0.707106781186548";"21";"6.08235294117647";"5.51450849319943";"0";"0";"45";"54";"0";"14";"71";"-0.182892380457708";"0.493378236657164";"3";"3";"1";"29";"2";"0";"0";"15"
"47";"Larrys_Creek";"1164";"240";"0.0704941860465116";"0.0344234079173838";"129";"84";"21";"4";"6";"1";"36";"5";"0.205724134329138";"0.00709779179810726";"1.42098999023438";"2.00754826535056";"46.5078125";"34.9032258064516";"50.1258919155891";"0";"16.8515625";"13.7741935483871";"10.952380952381";"1";"308.703172140223";"153.741634967827";"167.230953844973";"0";"39.5540276065735";"59.7454096855534";"14.3648048732873";"0";"26";"5.3375";"5.84301696731532";"0";"0";"171";"610";"383";"53";"187";"-0.109569751792171";"0.382362202845384";"11";"25";"18";"75";"5";"6";"2";"18"
"48";"Lat";"635";"150";"0.0231836436655714";"0.0118520859671302";"166";"113";"23";"4";"16";"5";"57";"24";"0.116077151681137";"0.00483870967741936";"0.534582185491276";"0.330357142857143";"42.9939393939394";"79.8939393939394";"163.756399339295";"0";"6.66060606060606";"3.83333333333333";"13.4782608695652";"1";"298.341890651689";"116.737164181616";"752.715314162226";"0";"15.3533570531393";"9.39980905425266";"37.6380725586321";"0";"20";"3.43333333333333";"4.35877063307618";"0";"0";"171";"385";"79";"47";"103";"-0.161383319571414";"0.389691915568208";"29";"31";"16";"90";"27";"10";"9";"20"
"49";"Logarithm";"19065";"1242";"0.0142051169714825";"0.00253107805176279";"1159";"701";"110";"24";"11";"2";"582";"185";"0.0814627648145761";"0.00971125210410462";"0.649567773631507";"0.415204081632653";"883.267702936096";"1937.71462264151";"1828.46481897216";"0";"31.6010362694301";"5.20518867924528";"32.8818181818182";"1";"9213.66305353";"6856.96536372014";"17112.7009052433";"0";"89.0861104347422";"29.541778269449";"152.604106851213";"0";"36";"5.02012882447665";"6.27739743822325";"0";"0";"1535";"10468";"7062";"279";"963";"-0.176707682931389";"0.420900289344136";"308";"230";"266";"354";"125";"88";"102";"107"
"50";"Mary_II_of_England";"2201";"247";"0.0154449637208258";"0.0103477167993297";"378";"155";"64";"11";"4";"2";"135";"37";"0.097238810382546";"0.0241935483870968";"0.520414552976521";"0.280422499578344";"123.74801061008";"579.685950413223";"41.3818999585301";"200.036363636364";"10.6074270557029";"3.80165289256198";"5.203125";"1.36363636363636";"639.163375594361";"777.453020156822";"155.192943997882";"659.475438925101";"19.8547852641026";"9.5486646838801";"5.94199391338183";"0.674199862463242";"63";"15.1417004048583";"15.8440110105285";"0";"0";"403";"1182";"616";"35";"212";"-0.388411411358297";"0.763715738128508";"44";"55";"98";"181";"29";"12";"32";"47"
"51";"Mary_Martha_Sherwood";"481";"225";"0.0476237623762376";"0.0730519480519481";"101";"56";"16";"0";"12";"1";"17";"1";"0.153053435114504";"0";"0.9922";"3.42446280991736";"17.79";"46.8";"2.49065351895267";"NaN";"8.29";"40.4";"6.25";"NaN";"112.129224093364";"107.727846394927";"9.50564892229036";NA;"21.43550109213";"118.650935286851";"10.3698280281465";NA;"17";"4.24";"4.26731765867037";"0";"0";"133";"299";"49";"46";"179";"-0.158146879416248";"0.0806978827556003";"11";"6";"9";"75";"2";"1";"0";"7"
"52";"Maurice_Leyland";"235";"182";"0.0621364357482813";"0.0919191919191919";"62";"45";"12";"2";"8";"3";"6";"1";"0.159984429739198";"0";"0.903251814028487";"3.27634297520661";"25.1475409836066";"9.1";"94.6694444444445";"0";"6.22950819672131";"16.95";"16.4166666666667";"1";"100.071712046812";"13.3688561885254";"200.909417703037";"0";"14.8978672328435";"64.3276767806828";"32.1373708641607";"0";"22";"6.42307692307692";"5.79408303487658";"0";"0";"90";"140";"5";"25";"157";"-0.14059234667081";"0.741868033642229";"4";"3";"8";"47";"3";"0";"3";"14"
"53";"Nigel_Kneale";"533";"176";"0.020184806483375";"0.0258595357037908";"163";"83";"25";"9";"13";"4";"42";"8";"0.0808344991180585";"0.0229709035222052";"0.575941167504953";"0.979848304580607";"24.2407407407407";"95.4137931034483";"3.54606060606061";"20.5555555555556";"5.45679012345679";"5.63793103448276";"2.6";"1.55555555555556";"204.713411543792";"190.040949833003";"11.1894592846002";"48.777841052857";"15.3485786524789";"21.1574699809585";"2.48327740429189";"1.0137937550497";"19";"5.63068181818182";"4.9158602317582";"0";"0";"182";"319";"32";"25";"151";"-0.101351898616014";"0.592902701934805";"17";"17";"26";"103";"19";"3";"5";"31"
"54";"Nikki_and_Paulo";"30";"35";"0.142857142857143";"0.0402298850574713";"15";"30";"1";"1";"0";"0";"5";"12";"0.25";"0.046875";"0.535714285714286";"0.118906064209275";"1.07142857142857";"26.1818181818182";"0";"0";"3";"2.81818181818182";"18";"1";"4.00891862868637";"28.8384438580837";NA;NA;"4.20622249676687";"1.91824234122117";NA;NA;"20";"6.4";"6.58072050408929";"0";"0";"18";"12";"0";"8";"27";"-0.309938201250798";"-0.252570592567897";"2";"3";"8";"2";"4";"7";"9";"2"
"55";"North_Road_(Manchester)";"125";"51";"0.0938438438438439";"0.11038961038961";"37";"22";"7";"2";"3";"0";"3";"1";"0.149659863945578";"0";"0.988425925925926";"1.20634920634921";"6.83333333333333";"9.90909090909091";"2.1724818959842";"0";"5.36111111111111";"8.27272727272727";"2.85714285714286";"1";"31.9574265505011";"25.3631801848843";"4.41276092038378";"0";"12.6877956607978";"15.3498593419673";"2.41029537806548";"0";"10";"3.17647058823529";"2.74011592713112";"0";"0";"57";"67";"1";"11";"40";"-0.304073150682379";"0.154692822854874";"5";"1";"4";"27";"0";"1";"2";"8"
"56";"Nyon_Conference";"26";"50";"0.236363636363636";"0.208333333333333";"11";"16";"2";"1";"0";"0";"1";"0";"0.264705882352941";"0.038961038961039";"0.62";"2.19555555555556";"0";"13";"0";"0";"3.6";"22";"4.5";"1";"0";"16.062378404209";"0";NA;"4.5018514709691";"31.0161248385416";"4.94974746830583";NA;"11";"3.4";"3.24509048331444";"0";"0";"16";"10";"0";"12";"38";"-0.225682751445919";"0.286462947928887";"3";"0";"1";"7";"0";"0";"0";"4"
"57";"Oliver_Bosbyshell";"140";"5";"0.0620567375886525";"0.166666666666667";"48";"6";"7";"1";"6";"0";"10";"0";"0.130739299610895";"0";"0.881846989588049";"0.4";"2.97872340425532";"0";"0.0075187969924812";"0";"4.80851063829787";"5";"2.71428571428571";"1";"19.0337197705586";NA;"0.0198928670004856";NA;"12.4963269349043";NA;"1.79947082168487";NA;"0";"0";"0";"0";"0";"54";"76";"10";"5";"0";"0.0191301417214467";"NaN";"11";"2";"5";"30";"0";"0";"0";"1"
"58";"Order_of_St_Patrick";"1002";"152";"0.0992079207920792";"0.0111995284409078";"101";"117";"24";"14";"0";"3";"38";"20";"0.171690874212113";"0.0216216216216216";"0.5058";"0.140866527942925";"10.53";"98.3506493506493";"1.72867060291343";"0";"19.22";"3.42857142857143";"21.125";"1";"49.6735353997622";"146.534419006321";"5.63004045119266";"0";"21.3974321125246";"6.31920333800612";"26.1804980521928";"0";"49";"3.90789473684211";"4.73727680899114";"0";"0";"81";"507";"414";"40";"112";"-0.360889887500246";"0.349799085485701";"12";"14";"29";"46";"18";"5";"14";"40"
"59";"Pain_fitzJohn";"260";"176";"0.0523138832997988";"0.216748768472906";"71";"29";"15";"2";"6";"0";"13";"0";"0.106305803571429";"0.0209059233449477";"1.01918367346939";"5.3609693877551";"30.7142857142857";"40.1176470588235";"3.74453584018801";"0";"6.08571428571429";"20";"3.33333333333333";"1";"173.939415345038";"94.4919853432959";"14.4635249834322";"0";"18.2119111024665";"72.6782292024235";"2.60950643025148";"0";"52";"13.8352272727273";"12.0741096308019";"0";"0";"94";"150";"16";"12";"164";"-0.150931192485028";"0.167621544574668";"10";"4";"3";"54";"7";"0";"1";"9"
"60";"Paraceratherium";"1546";"337";"0.0195098558845057";"0.0314600448095594";"282";"104";"9";"4";"12";"2";"140";"36";"0.0801266693056105";"0.0417391304347826";"0.983979432884589";"1.9337355075879";"263.160142348755";"269.513157894737";"0.002300689047677";"0";"9.6797153024911";"8.5";"2.88888888888889";"1.25";"1664.90479789055";"442.981128068185";"0.006902067143031";"0";"35.582056793178";"45.7122886468544";"1.36422546197874";"0.5";"22";"12.6706231454006";"12.0154215352628";"0";"0";"372";"933";"241";"28";"309";"-0.10537132255238";"0.665980727558661";"65";"63";"71";"83";"18";"17";"18";"23"
