"";"contributeurs";"isanon";"status_contrib";"total_rev_count";"registration_year"
"14600";"86.44.173.128";"1";"anonyme";"83";"2014"
"14603";"Markhurd";"0";"inscrit";"11540";"2003"
"14606";"173.88.59.84";"1";"anonyme";"1";"2014"
"14608";"Razorhead";"0";"inscrit";"1053";"2005"
"14609";"24.7.250.229";"1";"anonyme";"3";"2014"
"14613";"Mazandar";"0";"inscrit";"3312";"2011"
"14617";"86.44.172.149";"1";"anonyme";"112";"2014"
"14621";"Taddah";"0";"inscrit";"918";"2014"
"14630";"Nyttend";"0";"admin";"266172";"2006"
"14635";"Gothicfilm";"0";"inscrit";"11577";"2011"
"14641";"2601:6:3500:447:107F:EFBC:D4F9:FA50";"1";"anonyme";"25";"2014"
"14643";"2601:B:C700:100D:6D4E:7276:101E:138B";"1";"anonyme";"5";"2014"
"14644";"Easy4me";"0";"inscrit";"46073";"2011"
"14646";"WikiLaurent";"0";"inscrit";"14030";"2007"
"14652";"Jack_Cox";"0";"inscrit";"40481";"2005"
"14653";"24.90.128.195";"1";"anonyme";"4";"2015"
"14656";"2601:6:3500:447:3C62:3233:3A91:C1DB";"1";"anonyme";"5";"2015"
"14657";"99.240.169.54";"1";"anonyme";"29";"2014"
"14663";"2601:D:5F00:400:C073:40C4:4029:D81F";"1";"anonyme";"1";"2015"
"14664";"KasparBot";"0";"bot";"1548496";"2015"
"14665";"2601:D:5F80:20E7:192E:9264:EED0:9981";"1";"anonyme";"15";"2014"
"14669";"Captain_Assassin!";"0";"inscrit";"74980";"2010"
"14670";"99.240.170.75";"1";"anonyme";"44";"2015"
"14674";"90.230.196.111";"1";"anonyme";"4";"2015"
"14675";"70.209.52.125";"1";"anonyme";"39";"2015"
"14676";"Aspects";"0";"inscrit";"213057";"2007"
"14682";"In_ictu_oculi";"0";"inscrit";"146126";"2009"
"14683";"75.139.158.188";"1";"anonyme";"3461";"2015"
"14691";"Mshmurd";"0";"inscrit";"103";"2014"
"14692";"IAmTylerSanders";"0";"inscrit";"2844";"2015"
"14700";"92.232.240.20";"1";"anonyme";"5";"2016"
"14701";"Saul_Grant";"0";"inscrit";"1218";"2012"
"14703";"72.69.32.68";"1";"anonyme";"3";"2016"
"14704";"Quentin_X";"0";"inscrit";"45767";"2005"
"14707";"Ajd";"0";"inscrit";"11461";"2003"
"14709";"Ssven2";"0";"inscrit";"41898";"2014"
"14718";"Bri";"0";"inscrit";"79807";"2004"
"14719";"70.44.187.185";"1";"anonyme";"2";"2016"
"14721";"InternetArchiveBot";"0";"bot";"1585027";"2015"
"14724";"Jerzy";"0";"admin";"55050";"2003"
"14725";"2602:304:CE58:DC0:6DDC:713D:6243:562C";"1";"anonyme";"1156";"2016"
"14726";"47.148.199.40";"1";"anonyme";"8";"2016"
"14728";"AndrewOne";"0";"inscrit";"8965";"2010"
"14756";"Bender_the_Bot";"0";"bot";"810249";"2016"
"14758";"82.6.51.147";"1";"anonyme";"581";"2014"
"14762";"89.101.250.169";"1";"anonyme";"750";"2015"
"14767";"Shawn_in_Montreal";"0";"inscrit";"153048";"2006"
"14769";"207.172.54.71";"1";"anonyme";"4";"2016"
"14773";"GreenC_bot";"0";"bot";"539339";"2016"
"14777";"72.92.214.149";"1";"anonyme";"8";"2017"
"14783";"Emmy_Expert";"0";"inscrit";"20500";"2016"
"14790";"Ribbet32";"0";"inscrit";"5407";"2005"
"14792";"184.100.251.63";"1";"anonyme";"32";"2017"
"14794";"EricScottReed";"0";"inscrit";"7";"2007"
"14798";"2604:2000:801B:3900:5D42:514E:1DAA:BED3";"1";"anonyme";"1";"2017"
"14800";"Albrecht";"0";"inscrit";"6522";"2004"
"14801";"Kirill_Lokshin";"0";"admin";"73813";"2005"
"14803";"Choess";"0";"admin";"63877";"2005"
"14807";"Caerwine";"0";"inscrit";"48546";"2005"
"14811";"Alai";"0";"admin";"58547";"2004"
"14820";"Dar-Ape";"0";"inscrit";"6109";"2005"
"14824";"Basawala";"0";"inscrit";"7890";"2006"
"14828";"198.185.18.207";"1";"anonyme";"3773";"2003"
"14830";"Fieari";"0";"inscrit";"1957";"2005"
"14840";"Attilios";"0";"inscrit";"149324";"2005"
"14860";"82.235.143.113";"1";"anonyme";"8";"2006"
"14880";"64.4.236.138";"1";"anonyme";"100";"2007"
"14887";"Xiahou";"0";"inscrit";"9931";"2006"
"14902";"Black_Kite";"0";"admin";"55784";"2006"
"14934";"70.190.30.213";"1";"anonyme";"17";"2006"
"14935";"86.153.142.181";"1";"anonyme";"10";"2007"
"14945";"Deor";"0";"admin";"103218";"2006"
"14954";"67.180.121.118";"1";"anonyme";"6";"2007"
"14960";"64.107.161.130";"1";"anonyme";"34";"2005"
"14962";"Arijaal";"0";"inscrit";"21";"2007"
"14964";"Brainmuncher";"0";"inscrit";"742";"2007"
"14980";"87.80.22.115";"1";"anonyme";"12";"2006"
"14982";"24.47.200.132";"1";"anonyme";"4";"2007"
"14996";"Luna_Santin";"0";"admin";"65325";"2006"
"15021";"Mschel";"0";"inscrit";"10428";"2006"
"15032";"SpookyMulder";"0";"inscrit";"7309";"2004"
"15035";"TNTfan101";"0";"inscrit";"474";"2006"
"15036";"60.240.254.60";"1";"anonyme";"170";"2007"
"15050";"Pusbag634";"0";"inscrit";"3";"2007"
"15068";"Antandrus";"0";"admin";"105131";"2004"
"15105";"129.137.151.105";"1";"anonyme";"18";"2007"
"15107";"65.71.124.22";"1";"anonyme";"16";"2005"
"15116";"141.195.141.67";"1";"anonyme";"45";"2006"
"15119";"SEWilco";"0";"inscrit";"23978";"2003"
"15122";"Targetedvelocity";"0";"inscrit";"10";"2007"
"15123";"AntiSpamBot";"0";"inscrit";"44141";"2006"
"15130";"209.115.220.86";"1";"anonyme";"11";"2007"
"15131";"King_Bee";"0";"inscrit";"2847";"2006"
"15142";"Delirium";"0";"admin";"50093";"2003"
"15150";"Alphachimp";"0";"admin";"29187";"2005"
"15153";"70.241.28.33";"1";"anonyme";"7";"2007"
"15155";"Tmtoulouse";"0";"inscrit";"2170";"2006"
"15158";"Pschemp";"0";"admin";"20503";"2004"
"15159";"128.210.59.15";"1";"anonyme";"6";"2007"
"15160";"70.113.127.196";"1";"anonyme";"11";"2007"
"15161";"129.101.140.57";"1";"anonyme";"3";"2007"
"15162";"24.84.44.29";"1";"anonyme";"1";"2007"
"15163";"124.29.226.109";"1";"anonyme";"1";"2007"
"15164";"Noren";"0";"inscrit";"1400";"2004"
"15165";"Lacrimosus";"0";"admin";"15900";"2004"
"15167";"60.234.142.24";"1";"anonyme";"3";"2007"
"15189";"El_C";"0";"admin";"83984";"2004"
"15215";"Shizhao";"0";"admin";"7503";"2003"
"15226";"Joseph_Solis_in_Australia";"0";"inscrit";"96563";"2006"
"15228";"Blinkelicious";"0";"inscrit";"23";"2007"
"15234";"SpuriousQ";"0";"admin";"17809";"2005"
"15274";"Ahoerstemeier";"0";"admin";"110256";"2003"
"15285";"220.237.78.84";"1";"anonyme";"5";"2007"
"15294";"70.41.112.35";"1";"anonyme";"26";"2006"
"15319";"Toby_Douglass";"0";"inscrit";"1779";"2005"
"15343";"85.18.66.23";"1";"anonyme";"108";"2006"
"15355";"Quendus";"0";"inscrit";"791";"2006"
"15369";"193.60.223.220";"1";"anonyme";"274";"2007"
"15370";"Sciurin";"0";"inscrit";NA;NA
"15371";"TeunSpaans";"0";"inscrit";"1781";"2002"
"15372";"Perrak";"0";"inscrit";"335";"2004"
"15374";"Captain_Seafort";"0";"inscrit";"1413";"2004"
"15376";"Cnyborg";"0";"inscrit";"4305";"2004"
"15377";"Remuel";"0";"inscrit";"8322";"2004"
"15379";"Markussep";"0";"inscrit";"211763";"2004"
"15380";"Eilthireach";"0";"inscrit";"1350";"2005"
"15383";"Gryffindor";"0";"admin";"42380";"2005"
"15395";"71.197.248.49";"1";"anonyme";"57";"2006"
"15396";"Brian0918";"0";"admin";"41743";"2004"
"15397";"Valentinian";"0";"inscrit";"54145";"2005"
"15399";"Open2universe";"0";"inscrit";"22602";"2005"
"15400";"Poppy";"0";"inscrit";"2426";"2005"
"15403";"MetsBot";"0";"inscrit";"230558";"2006"
"15414";"Dreamafter";"0";"inscrit";"11353";"2007"
"15416";"Darwinek";"0";"admin";"136085";"2004"
"15418";"Tttom";"0";"inscrit";"7243";"2007"
"15420";"Domino_theory";"0";"inscrit";"8111";"2006"
"15424";"91.64.163.181";"1";"anonyme";"39";"2007"
"15425";"Ardfern";"0";"inscrit";"82800";"2005"
"15426";"CenturionZ_1";"0";"inscrit";"7095";"2007"
"15428";"BrokenSphere";"0";"inscrit";"29880";"2006"
"15432";"Olessi";"0";"admin";"31867";"2005"
"15436";"165.230.139.54";"1";"anonyme";"742";"2007"
"15438";"Cavendish39";"0";"inscrit";"2";"2008"
"15439";"Xqbot";"0";"bot";"1584385";"2008"
"15441";"Filiep";"0";"inscrit";"13441";"2006"
"15444";"193.198.208.130";"1";"anonyme";"15";"2009"
"15445";"72.10.227.227";"1";"anonyme";"2";"2009"
"15454";"Tabletop";"0";"inscrit";"177631";"2005"
"15463";"LaaknorBot";"0";"inscrit";"122478";"2008"
"15464";"Fdewaele";"0";"inscrit";"18476";"2004"
"15469";"Arod14";"0";"inscrit";"356";"2005"
"15473";"69.153.169.253";"1";"anonyme";"6";"2010"
"15479";"Edmund_West";"0";"inscrit";"398";"2010"
"15480";"WikHead";"0";"inscrit";"106029";"2008"
"15484";"Paul_Drye";"0";"inscrit";"1135";"2001"
"15485";"Szopen";"0";"inscrit";"3757";"2001"
"15492";"Conversion_script";"0";"inscrit";"10";"2006"
"15495";"Eclecticology";"0";"inscrit";"10056";"2002"
"15497";"Karada";"0";"admin";"24485";"2002"
"15499";"Skeetch";"0";"inscrit";"339";"2003"
"15502";"Morwen";"0";"admin";"56701";"2003"
"15503";"Kristof_vt";"0";"inscrit";"1196";"2003"
"15504";"209.90.162.32";"1";"anonyme";"81";"2004"
"15505";"62.49.16.208";"1";"anonyme";"820";"2003"
"15507";"217.95.181.225";"1";"anonyme";"1";"2004"
"15513";"Gsl";"0";"inscrit";"10634";"2002"
"15529";"203.185.240.11";"1";"anonyme";"169";"2004"
"15533";"Rholton";"0";"admin";"11827";"2003"
"15535";"4.245.155.11";"1";"anonyme";"1";"2004"
"15536";"Pladask";"0";"inscrit";"2225";"2004"
"15540";"Wally";"0";"inscrit";"2753";"2003"
"15542";"Bryan_Derksen";"0";"admin";"95326";"2001"
"15543";"69.139.80.152";"1";"anonyme";"1";"2005"
"15545";"82.252.20.205";"1";"anonyme";"63";"2005"
"15546";"Weisbrod";"0";"inscrit";"872";"2004"
"15547";"Rama";"0";"admin";"37730";"2004"
"15549";"81.79.159.111";"1";"anonyme";"7";"2005"
"15551";"Rl";"0";"inscrit";"11135";"2004"
"15553";"Fabartus";"0";"inscrit";"21651";"2005"
"15554";"24.44.58.82";"1";"anonyme";"1";"2005"
"15556";"Semprini";"0";"inscrit";"327";"2004"
"15558";"Danceswithzerglings";"0";"inscrit";"2297";"2003"
"15563";"Mark_O'Sullivan";"0";"inscrit";"410";"2005"
"15567";"Quadell";"0";"admin";"107303";"2003"
"15569";"Pjamescowie";"0";"inscrit";"1641";"2004"
"15571";"70.16.195.127";"1";"anonyme";"1";"2005"
"15572";"163.1.242.253";"1";"anonyme";"5";"2005"
"15574";"Gabbe";"0";"admin";"30108";"2002"
"15577";"Leandrod";"0";"inscrit";"20480";"2002"
"15591";"Square87~enwiki";"0";"inscrit";"579";"2005"
"15601";"195.171.114.69";"1";"anonyme";"79";"2005"
"15602";"Duckorange";"0";"inscrit";"156";"2005"
"15615";"71.112.137.180";"1";"anonyme";"1945";"2005"
"15619";"129.24.94.225";"1";"anonyme";"53";"2005"
"15624";"Get_It";"0";"inscrit";"1204";"2004"
"15625";"Grstain";"0";"inscrit";"27109";"2004"
"15626";"129.234.4.10";"1";"anonyme";"2753";"2003"
"15628";"67.64.43.105";"1";"anonyme";"5";"2005"
"15630";"SEWilcoBot";"0";"inscrit";"5680";"2005"
"15632";"AxelBoldt";"0";"admin";"40651";"2001"
"15640";"SoLando";"0";"admin";"14638";"2003"
"15651";"81.178.153.160";"1";"anonyme";"9";"2005"
"15653";"86.144.72.33";"1";"anonyme";"1";"2006"
"15658";"Moroboshi";"0";"inscrit";"1131";"2005"
"15661";"207.6.192.154";"1";"anonyme";"1";"2006"
"15665";"65.42.241.81";"1";"anonyme";"1";"2006"
"15666";"Phil_Boswell";"0";"admin";"39290";"2003"
"15671";"Vedexent";"0";"inscrit";"3663";"2006"
"15672";"Japanese_Searobin";"0";"inscrit";"10270";"2004"
"15673";"Ligulembot";"0";"inscrit";"11449";"2005"
"15675";"64.231.158.126";"1";"anonyme";"2";"2006"
"15677";"TedE";"0";"inscrit";"5921";"2005"
"15681";"Kummi";"0";"inscrit";"3184";"2005"
"15682";"Alci12";"0";"inscrit";"2958";"2005"
"15685";"207.216.45.143";"1";"anonyme";"5";"2005"
"15687";"216.162.25.9";"1";"anonyme";"125";"2005"
"15697";"Gardar_Rurak";"0";"inscrit";"11608";"2005"
"15700";"69.168.192.48";"1";"anonyme";"2";"2006"
"15701";"Steven_Luo";"0";"inscrit";"174";"2005"
"15705";"88.153.88.43";"1";"anonyme";"6";"2006"
"15706";"69.241.50.144";"1";"anonyme";"82";"2006"
"15715";"216.20.94.132";"1";"anonyme";"362";"2004"
"15755";"Zahid_Abdassabur";"0";"inscrit";"3956";"2006"
"15899";"24.147.170.30";"1";"anonyme";"2";"2006"
"15900";"EngineerScotty";"0";"inscrit";"8049";"2005"
"15901";"Twthmoses";"0";"inscrit";"10648";"2003"
"15903";"Alexthe5th";"0";"inscrit";"444";"2006"
"15904";"201.79.46.124";"1";"anonyme";"2";"2006"
"15906";"Clarityfiend";"0";"inscrit";"139434";"2006"
"15907";"EdJohnston";"0";"admin";"52509";"2006"
"15909";"Dawkeye";"0";"inscrit";"32773";"2006"
"15919";"Jackyd101";"0";"inscrit";"28052";"2006"
"15922";"64.180.24.119";"1";"anonyme";"4";"2006"
"15932";"Regentagger";"0";"inscrit";"118";"2006"
"15940";"68.41.174.194";"1";"anonyme";"1900";"2006"
"15942";"168.11.60.250";"1";"anonyme";"280";"2005"
"15945";"Treyt021";"0";"inscrit";"2310";"2006"
"15952";".anacondabot";"0";"inscrit";"25534";"2006"
"15953";"Gomm";"0";"inscrit";"5971";"2006"
"15957";"65.88.45.174";"1";"anonyme";"53";"2006"
"15961";"Flozu";"0";"inscrit";"1204";"2007"
"15965";"Arvand";"0";"inscrit";"2333";"2006"
"15972";"Pilum";"0";"inscrit";"143";"2006"
"15973";"Ulflarsen";"0";"inscrit";"5082";"2004"
"15974";"Dmesg";"0";"inscrit";"54";"2005"
"15975";"Martocticvs";"0";"inscrit";"6310";"2006"
"15977";"81.195.12.2";"1";"anonyme";"2";"2007"
"15986";"85.74.10.135";"1";"anonyme";"2";"2007"
"15990";"87.234.202.130";"1";"anonyme";"61";"2007"
"15992";"Wells50";"0";"inscrit";"42";"2006"
"15995";"HoratioVitero";"0";"inscrit";"520";"2005"
"15997";"129.234.4.76";"1";"anonyme";"2797";"2004"
"16002";"DuncanHill";"0";"inscrit";"80131";"2006"
"16013";"83.71.84.36";"1";"anonyme";"4";"2005"
"16015";"Benea";"0";"inscrit";"32665";"2007"
"16017";"212.106.106.4";"1";"anonyme";"211";"2004"
"16019";"MartinBot";"0";"inscrit";"190136";"2006"
"16029";"Rodroi";"0";"inscrit";"3";"2006"
"16033";"58.168.195.155";"1";"anonyme";"2";"2007"
"16035";"Josephabradshaw";"0";"inscrit";"5475";"2007"
"16037";"GoldDragon";"0";"inscrit";"13004";"2005"
"16054";"65.184.122.211";"1";"anonyme";"3";"2007"
"16056";"NewEnglandYankee";"0";"inscrit";"30788";"2006"
"16059";"Zzyzx11";"0";"admin";"128102";"2005"
"16061";"Motmit";"0";"inscrit";"21527";"2007"
"16064";"Peter_Larkins";"0";"inscrit";"17";"2007"
"16067";"Mrslippery";"0";"inscrit";"421";"2005"
"16075";"CCHIPSS";"0";"inscrit";"1058";"2007"
"16078";"81.153.138.221";"1";"anonyme";"3";"2007"
"16079";"71.193.193.109";"1";"anonyme";"3137";"2007"
"16082";"SQL";"0";"admin";"17455";"2007"
"16089";"IvanLanin";"0";"inscrit";"3861";"2006"
"16091";"213.167.96.197";"1";"anonyme";"206";"2004"
"16095";"134.219.176.84";"1";"anonyme";"12";"2007"
"16097";"Nburden";"0";"inscrit";"5312";"2006"
"16099";"AlnoktaBOT";"0";"inscrit";"19917";"2006"
"16101";"Maralia";"0";"inscrit";"34723";"2007"
"16110";"81.152.29.162";"1";"anonyme";"2";"2007"
"16113";"81.153.139.76";"1";"anonyme";"6";"2007"
"16123";"Joconnor";"0";"inscrit";"826";"2004"
"16128";"Ranger_Steve";"0";"inscrit";"4921";"2007"
"16129";"Soczyczi";"0";"inscrit";"1184";"2006"
"16148";"68.20.15.41";"1";"anonyme";"5";"2007"
"16150";"66.30.81.78";"1";"anonyme";"2";"2008"
"16158";"24.86.87.152";"1";"anonyme";"1";"2008"
"16160";"Tom";"0";"admin";"26960";"2004"
"16173";"Historymike";"0";"inscrit";"2269";"2005"
"16182";"Altzinn";"0";"inscrit";"9308";"2007"
"16184";"68.183.235.158";"1";"anonyme";"2";"2008"
"16191";"82.28.237.200";"1";"anonyme";"514";"2007"
"16193";"JAnDbot";"0";"bot";"159117";"2006"
"16195";"199.212.18.131";"1";"anonyme";"452";"2004"
"16197";"142.29.104.212";"1";"anonyme";"5";"2008"
"16199";"Grr";"0";"inscrit";"329";"2006"
"16202";"Papa_Lima_Whiskey";"0";"inscrit";"5027";"2006"
"16207";"85.250.203.139";"1";"anonyme";"2";"2008"
"16209";"86.7.118.254";"1";"anonyme";"29";"2008"
"16215";"Brogan115";"0";"inscrit";"16";"2008"
"16217";"Woody";"0";"admin";"30538";"2006"
"16219";"76.179.177.225";"1";"anonyme";"3";"2008"
"16220";"VolkovBot";"0";"inscrit";"447718";"2006"
"16221";"217.33.19.130";"1";"anonyme";"9";"2008"
"16228";"Erdkunde_Meister";"0";"inscrit";"950";"2007"
"16231";"88.23.43.34";"1";"anonyme";"1";"2008"
"16232";"203.184.22.212";"1";"anonyme";"1";"2008"
"16233";"ChandlerMapBot";"0";"inscrit";"3170";"2007"
"16234";"66.129.92.34";"1";"anonyme";"246";"2004"
"16238";"Karenjc";"0";"inscrit";"12939";"2006"
"16247";"74.183.245.151";"1";"anonyme";"174";"2008"
"16249";"Rebel_Redcoat";"0";"inscrit";"1977";"2007"
"16251";"Lightbot";"0";"inscrit";"791863";"2008"
"16277";"71.104.100.42";"1";"anonyme";"3";"2006"
"16283";"Canglesea";"0";"inscrit";"43843";"2007"
"16288";"Francesco_Frasca";"0";"inscrit";"82";"2008"
"16289";"93.128.129.132";"1";"anonyme";"1";"2009"
"16291";"Jappalang";"0";"inscrit";"12378";"2007"
"16296";"128.101.183.5";"1";"anonyme";"2";"2006"
"16300";"78.93.119.130";"1";"anonyme";"1";"2009"
"16302";"Gensanders";"0";"inscrit";"1207";"2008"
"16304";"Acad_Ronin";"0";"inscrit";"72693";"2004"
"16325";"80.192.119.150";"1";"anonyme";"3";"2008"
"16329";"67.211.64.32";"1";"anonyme";"1";"2009"
"16332";"D6";"0";"inscrit";"393081";"2004"
"16336";"86.216.191.21";"1";"anonyme";"1";"2009"
"16338";"BomBom";"0";"inscrit";"11572";"2005"
"16339";"Andrwsc";"0";"admin";"74760";"2006"
"16345";"Numbo3-bot";"0";"inscrit";"95649";"2008"
"16350";"86.134.58.135";"1";"anonyme";"2";"2009"
"16355";"JackofOz";"0";"inscrit";"167776";"2003"
"16480";"Jetse";"0";"inscrit";"76";"2008"
"16488";"79.71.141.125";"1";"anonyme";"1";"2009"
"16490";"Nick-D";"0";"admin";"78070";"2005"
"16510";"EyeSerene";"0";"admin";"20213";"2006"
"16516";"87.127.196.220";"1";"anonyme";"401";"2008"
"16523";"88.109.139.33";"1";"anonyme";"3";"2009"
"16529";"Modal_Jig";"0";"inscrit";"6397";"2007"
"16538";"88.110.10.69";"1";"anonyme";"5";"2009"
"16555";"Eubulides";"0";"inscrit";"27779";"2007"
"16560";"Diaa_abdelmoneim";"0";"inscrit";"5769";"2007"
"16569";"P._S._Burton";"0";"inscrit";"15296";"2007"
"16570";"Auntieruth55";"0";"inscrit";"34387";"2009"
"16603";"Pietje96";"0";"inscrit";"2349";"2009"
"16606";"Xyl_54";"0";"inscrit";"15550";"2006"
"16608";"129.59.174.114";"1";"anonyme";"1";"2010"
"16622";"76.19.229.225";"1";"anonyme";"25";"2010"
"16623";"128.135.169.16";"1";"anonyme";"2";"2008"
"16625";"Eastfarthingan";"0";"inscrit";"12461";"2009"
"16633";"Hamiltondaniel";"0";"inscrit";"3833";"2007"
"16638";"GhalyBot";"0";"inscrit";"4329";"2009"
"16641";"208.94.41.99";"1";"anonyme";"114";"2009"
"16654";"Wikid77";"0";"inscrit";"58007";"2006"
"16658";"NativeForeigner";"0";"admin";"13913";"2006"
"16662";"????_????";"0";"inscrit";NA;NA
"16667";"82.1.157.16";"1";"anonyme";"279";"2010"
"16669";"HolyT";"0";"inscrit";"1878";"2006"
"16671";"80.175.253.69";"1";"anonyme";"1";"2010"
"16673";"AstaBOTh15";"0";"inscrit";"3367";"2009"
"16677";"Witchwooder";"0";"inscrit";"6697";"2007"
"16680";"Bruichladdich1";"0";"inscrit";"1102";"2010"
"16682";"69.171.160.28";"1";"anonyme";"68";"2009"
"16691";"The_Flying_Spaghetti_Monster";"0";"inscrit";"439";"2008"
"16694";"74.100.20.137";"1";"anonyme";"3";"2010"
"16700";"Mechamind90";"0";"inscrit";"7554";"2008"
"16707";"Macdonald-ross";"0";"inscrit";"11570";"2007"
"16709";"Reenem";"0";"inscrit";"32055";"2008"
"16716";"94.122.108.18";"1";"anonyme";"1";"2010"
"16717";"137.146.175.166";"1";"anonyme";"1";"2010"
"16725";"MangYang";"0";"inscrit";"119";"2010"
"16727";"Mjbmrbot";"0";"inscrit";"27077";"2010"
"16728";"Jprw";"0";"inscrit";"6799";"2008"
"16730";"Roundquarter";"0";"inscrit";"104";"2011"
"16734";"74.116.185.241";"1";"anonyme";"1";"2011"
"16739";"Louperibot";"0";"inscrit";"8903";"2009"
"16742";"Boss987";"0";"inscrit";"1";"2011"
"16751";"Nepenthes";"0";"inscrit";"5103";"2008"
"16762";"Topbanana";"0";"admin";"81649";"2004"
"16764";"Mojoworker";"0";"inscrit";"10372";"2007"
"16767";"74.245.201.60";"1";"anonyme";"7";"2007"
"16771";"86.154.72.54";"1";"anonyme";"2";"2011"
"16773";"Tobby72";"0";"inscrit";"17867";"2009"
"16776";"203.25.67.170";"1";"anonyme";"71";"2010"
"16831";"Majora4";"0";"inscrit";"4428";"2006"
"16861";"John_Cummings";"0";"inscrit";"8107";"2011"
"16863";"BBuchbinder";"0";"inscrit";"414";"2006"
"16865";"Claudia_Hampton";"0";"inscrit";"15";"2012"
"16873";"Bobpeterson99";"0";"inscrit";"1";"2012"
"16875";"Eeekster";"0";"inscrit";"145000";"2007"
"16890";"Mr_Stephen";"0";"inscrit";"46707";"2006"
"16891";"PatGallacher";"0";"inscrit";"35612";"2005"
"16897";"Dricherby";"0";"inscrit";"5091";"2006"
"16900";"Morgan_Riley";"0";"inscrit";"11669";"2011"
"16902";"StAnselm";"0";"inscrit";"130489";"2007"
"16903";"Malleus_Fatuorum";"0";"inscrit";"145401";"2006"
"16907";"Stanning";"0";"inscrit";"7321";"2007"
"16909";"86.163.235.251";"1";"anonyme";"1";"2012"
"16912";"Khazar2";"0";"inscrit";"191299";"2012"
"16914";"Miracle_Pen";"0";"inscrit";"26821";"2009"
"16954";"Bjenks";"0";"inscrit";"11357";"2006"
"16958";"169.156.4.63";"1";"anonyme";"1082";"2013"
"16979";"Demiurge1000";"0";"inscrit";"26944";"2010"
"16981";"ChrisGualtieri";"0";"inscrit";"457369";"2012"
"16984";"Little_Professor";"0";"inscrit";"4779";"2006"
"16987";"Pretty_Pig";"0";"inscrit";"167";"2013"
"16989";"108.49.133.53";"1";"anonyme";"2";"2013"
"16991";"Quintus_fabius";"0";"inscrit";"84";"2008"
"17012";"135.245.224.4";"1";"anonyme";"53";"2013"
"17013";"Kablammo";"0";"inscrit";"31777";"2006"
"17016";"Writtenright";"0";"inscrit";"5073";"2005"
"17018";"86.148.114.205";"1";"anonyme";"1";"2013"
"17023";"Mogism";"0";"inscrit";"185176";"2012"
"17025";"Bazonka";"0";"inscrit";"49391";"2005"
"17031";"208.53.82.135";"1";"anonyme";"1";"2013"
"17033";"Dewritech";"0";"inscrit";"98562";"2010"
"17059";"GELongstreet";"0";"inscrit";"7107";"2012"
"17063";"Noldawg_Jr";"0";"inscrit";"1";"2013"
"17065";"John_Cline";"0";"inscrit";"58469";"2010"
"17067";"Friism";"0";"inscrit";"300";"2004"
"17069";"203.189.4.143";"1";"anonyme";"97";"2007"
"17075";"180.169.0.178";"1";"anonyme";"18";"2012"
"17086";"Acalycine";"0";"inscrit";"3292";"2013"
"17097";"TorKr";"0";"inscrit";"84";"2009"
"17099";"202.158.163.4";"1";"anonyme";"4";"2013"
"17105";"Kristijh";"0";"inscrit";"14143";"2010"
"17107";"Van_Dali_Serar";"0";"inscrit";"9";"2013"
"17109";"188.67.236.144";"1";"anonyme";"9";"2013"
"17110";"87.187.157.196";"1";"anonyme";"1";"2013"
"17113";"87.93.116.29";"1";"anonyme";"5";"2013"
"17114";"Philip_Trueman";"0";"inscrit";"97979";"2007"
"17115";"87.95.38.67";"1";"anonyme";"1";"2013"
"17117";"194.66.32.10";"1";"anonyme";"273";"2008"
"17121";"LowSelfEstidle";"0";"inscrit";"5791";"2008"
"17126";"194.176.105.144";"1";"anonyme";"920";"2011"
"17128";"83.183.199.29";"1";"anonyme";"1";"2013"
"17132";"69.126.186.86";"1";"anonyme";"7";"2009"
"17133";"Ericoides";"0";"inscrit";"20684";"2006"
"17135";"Wagnerol22";"0";"inscrit";"10";"2013"
"17139";"66.110.201.211";"1";"anonyme";"18";"2007"
"17141";"31.221.94.194";"1";"anonyme";"28";"2013"
"17143";"Petrb";"0";"inscrit";"28238";"2010"
"17149";"Richard_Keatinge";"0";"inscrit";"11922";"2006"
"17155";"50.78.99.57";"1";"anonyme";"28";"2013"
"17187";"137.164.227.138";"1";"anonyme";"126";"2006"
"17191";"1812ahill";"0";"inscrit";"2015";"2006"
"17196";"143.66.65.201";"1";"anonyme";"3";"2013"
"17198";"Clean_Copy";"0";"inscrit";"18890";"2005"
"17204";"Adamhenrick123";"0";"inscrit";"5";"2013"
"17231";"Chiswick_Chap";"0";"inscrit";"98768";"2006"
"17233";"Mhardcastle";"0";"inscrit";"1766";"2005"
"17235";"86.2.169.125";"1";"anonyme";"3";"2013"
"17239";"71.62.228.223";"1";"anonyme";"1";"2013"
"17251";"68.53.245.40";"1";"anonyme";"78";"2012"
"17268";"Donner60";"0";"inscrit";"138449";"2010"
"17285";"Killerwailpwn";"0";"inscrit";"5";"2013"
"17295";"In_Transit";"0";"inscrit";"3471";"2006"
"17297";"203.96.79.100";"1";"anonyme";"47";"2010"
"17299";"EuroCarGT";"0";"inscrit";"24029";"2012"
"17301";"88.238.64.45";"1";"anonyme";"6";"2013"
"17304";"129.137.190.6";"1";"anonyme";"15";"2011"
"17371";"MusikAnimal";"0";"admin";"107681";"2011"
"17433";"71.209.4.37";"1";"anonyme";"1";"2013"
"17435";"Ilyregine";"0";"inscrit";"3";"2013"
"17439";"DumbBOT";"0";"bot";"193437";"2006"
"17440";"Rchillyard";"0";"inscrit";"347";NA
"17444";"Lipatden";"0";"inscrit";"139";"2006"
"17446";"74.111.235.8";"1";"anonyme";"2";"2013"
